key,unit,period,macro,p_text_to_macro,p_macro_to_text,n,q_text_to_macro,q_macro_to_text
statement,ALL,T1,vix,0.0507,0.0248,101,0.3593454545454545,0.1984
statement,ALL,T2,cfnai,0.4075,0.2811,91,0.732819512195122,0.8104319999999999
statement,ALL,T2,vix,0.16,0.4617,91,0.6776470588235295,0.8923354838709676
statement,could,T1,cfnai,0.3848,0.0002,101,0.7290947368421052,0.0048000000000000004
statement,could,T1,vix,0.6591,0.4159,101,0.8587199999999999,0.8923354838709676
statement,could,T2,cfnai,0.3731,0.6842,91,0.7290947368421052,0.8923354838709676
statement,could,T2,vix,0.1523,0.7311,91,0.6776470588235295,0.8923354838709676
statement,could/causative,T1,cfnai,0.3848,0.0002,101,0.7290947368421052,0.0048000000000000004
statement,could/causative,T1,vix,0.6591,0.4159,101,0.8587199999999999,0.8923354838709676
statement,could/causative,T2,cfnai,0.3731,0.6842,91,0.7290947368421052,0.8923354838709676
statement,could/causative,T2,vix,0.1523,0.7311,91,0.6776470588235295,0.8923354838709676
statement,will,T1,cfnai,0.0107,0.0078,101,0.2832,0.0936
statement,will,T1,vix,0.1528,0.3141,101,0.6776470588235295,0.8376
statement,will,T2,cfnai,0.4875,0.5271,91,0.78,0.8923354838709676
statement,will,T2,vix,0.0342,0.744,91,0.35177142857142857,0.8923354838709676
statement,would,T1,cfnai,0.6316,0.0221,101,0.8587199999999999,0.1984
statement,would,T1,vix,0.8819,0.661,101,0.9070971428571429,0.8923354838709676
statement,would,T2,cfnai,0.5038,0.4927,91,0.7885565217391305,0.8923354838709676
statement,would,T2,vix,0.3624,0.7637,91,0.7290947368421052,0.8923354838709676
statement,would/copular_adj,T1,cfnai,0.3409,0.0001,101,0.7290947368421052,0.0048000000000000004
statement,would/copular_adj,T1,vix,0.6636,0.4482,101,0.8587199999999999,0.8923354838709676
statement,would/copular_adj,T2,cfnai,0.3681,0.9396,91,0.7290947368421052,0.9661
statement,would/copular_adj,T2,vix,0.1001,0.8477,91,0.5726769230769231,0.9248727272727273
