variable,outcome_vs_will,coef,rrr,p
layer_min_participants,would,3.121,22.663,4.918479320997914e-31
layer_min_participants,could,3.363,28.875,8.645526169474885e-32
layer_min_participants,can,2.326,10.232,0.006561236908674092
layer_min_participants,should,2.813,16.657,1.085421011097673e-12
layer_min_participants,may,0.52,1.683,0.060434581098876484
layer_min_special,would,1.062,2.893,1.810705931422089e-05
layer_min_special,could,1.619,5.05,1.3189913218890618e-09
layer_min_special,can,2.735,15.406,0.0006406060270374912
layer_min_special,should,1.335,3.801,0.0006288375419127123
layer_min_special,may,-1.756,0.173,7.545772064886478e-09
layer_min_staff,would,2.218,9.184,4.629266145498636e-12
layer_min_staff,could,1.921,6.827,1.8607657346210764e-08
layer_min_staff,can,1.519,4.567,0.15519934808548727
layer_min_staff,should,0.024,1.024,0.9689928709408587
layer_min_staff,may,-0.161,0.851,0.6352188855304997
layer_min_staff_desk,would,1.31,3.707,7.268767894751603e-07
layer_min_staff_desk,could,1.215,3.37,2.5843153345077372e-05
layer_min_staff_desk,can,1.585,4.879,0.07678020158944852
layer_min_staff_desk,should,0.984,2.674,0.020637938526126682
layer_min_staff_desk,may,-1.052,0.349,0.00043545248019275916
layer_min_statement_quote,would,-3.335,0.036,1.5786775605608072e-41
layer_min_statement_quote,could,-2.581,0.076,1.9621455126384532e-22
layer_min_statement_quote,can,-1.597,0.203,0.12233164942191727
layer_min_statement_quote,should,-1.584,0.205,3.9186430002826126e-05
layer_min_statement_quote,may,-4.116,0.016,6.595188571363578e-50
layer_min_vote,would,1.204,3.335,0.00028955474294238494
layer_min_vote,could,-0.064,0.938,0.882695681125587
layer_min_vote,can,0.954,2.596,0.45110480957276755
layer_min_vote,should,1.1,3.003,0.025309872646734503
layer_min_vote,may,-3.948,0.019,0.0002060199677714396
layer_pc_chair,would,-1.558,0.211,2.6527221615005797e-15
layer_pc_chair,could,-2.272,0.103,8.424811700073866e-25
layer_pc_chair,can,2.099,8.156,0.005574963376006657
layer_pc_chair,should,-0.626,0.535,0.0681419688748805
layer_pc_chair,may,-3.249,0.039,1.2750825734437823e-61
layer_pc_journalist,would,-0.6,0.549,0.003393677405707294
layer_pc_journalist,could,-0.271,0.763,0.23263026495394257
layer_pc_journalist,can,2.523,12.461,0.000903500782449779
layer_pc_journalist,should,0.648,1.911,0.06500027244303437
layer_pc_journalist,may,-2.699,0.067,5.693623384196473e-34
layer_pc_moderator,would,-9.031,0.0,0.10139314194671117
layer_pc_moderator,could,-7.399,0.001,0.16805010113007268
layer_pc_moderator,can,-0.538,0.584,0.5988215970552493
layer_pc_moderator,should,-5.68,0.003,0.26109577703150977
layer_pc_moderator,may,-4.385,0.012,3.2688160338899936e-05
layer_speech_chair,would,-1.867,0.155,1.4680743846129036e-20
layer_speech_chair,could,-1.623,0.197,4.016246322651111e-13
layer_speech_chair,can,2.449,11.574,0.0012379191109984
layer_speech_chair,should,-0.493,0.611,0.1544710790114951
layer_speech_chair,may,-2.503,0.082,6.67014336653129e-37
layer_statement,would,-3.341,0.035,1.0840094549099433e-41
layer_statement,could,-2.586,0.075,1.614994240841817e-22
layer_statement,can,-0.925,0.396,0.30828892896009785
layer_statement,should,-1.589,0.204,3.6888690551165935e-05
layer_statement,may,-4.086,0.017,4.525304230944163e-50
layer_statement_vote,would,-5.657,0.003,0.22423563191373475
layer_statement_vote,could,-4.696,0.009,0.31262124956149917
layer_statement_vote,can,-1.572,0.208,0.764205429073578
layer_statement_vote,should,1.149,3.154,0.11624374068332025
layer_statement_vote,may,-5.908,0.003,0.20746880004669643
cond,would,0.655,1.924,2.4725467238659225e-44
cond,could,1.191,3.29,6.131606285742746e-103
cond,can,0.352,1.422,1.46682677681807e-08
cond,should,0.164,1.178,0.04686607311436847
cond,may,0.325,1.383,2.496733185254848e-05
reported,would,-0.075,0.928,0.11011901204037713
reported,could,-0.657,0.518,2.1408481391563367e-26
reported,can,-0.375,0.688,6.422647534352345e-08
reported,should,0.166,1.18,0.024554619089143605
reported,may,-0.659,0.517,3.2209508902814737e-16
