genre,feature,target,k_months,n,r,p
minutes,will+assess,CFNAI_MA3,-7,99,0.079,0.4391
minutes,will+assess,CFNAI_MA3,-6,99,-0.049,0.628
minutes,will+assess,CFNAI_MA3,-5,99,-0.049,0.6292
minutes,will+assess,CFNAI_MA3,-4,99,-0.162,0.1082
minutes,will+assess,CFNAI_MA3,-3,99,-0.177,0.0792
minutes,will+assess,CFNAI_MA3,-2,99,-0.203,0.0443
minutes,will+assess,CFNAI_MA3,-1,99,-0.211,0.0361
minutes,will+assess,CFNAI_MA3,0,99,-0.116,0.2535
minutes,will+assess,CFNAI_MA3,1,99,-0.072,0.4801
minutes,will+assess,CFNAI_MA3,2,99,-0.096,0.3442
minutes,will+assess,CFNAI_MA3,3,99,-0.032,0.7568
minutes,will+assess,CFNAI_MA3,4,98,-0.064,0.5292
minutes,will+assess,CFNAI_MA3,5,97,-0.069,0.5017
minutes,will+assess,CFNAI_MA3,6,97,-0.058,0.5696
minutes,will+assess,CFNAI_MA3,7,96,-0.01,0.9201
minutes,will+assess,CFNAI_MA3,8,95,-0.04,0.7033
minutes,will+assess,CFNAI_MA3,9,95,-0.039,0.7107
minutes,will+assess,VIX_M,-9,99,-0.534,0.0
minutes,will+assess,VIX_M,-8,99,-0.551,0.0
minutes,will+assess,VIX_M,-7,99,-0.608,0.0
minutes,will+assess,VIX_M,-6,99,-0.542,0.0
minutes,will+assess,VIX_M,-5,99,-0.528,0.0
minutes,will+assess,VIX_M,-4,99,-0.433,0.0
minutes,will+assess,VIX_M,-3,99,-0.328,0.0009
minutes,will+assess,VIX_M,-2,99,-0.423,0.0
minutes,will+assess,VIX_M,-1,99,-0.293,0.0032
minutes,will+assess,VIX_M,0,99,-0.284,0.0044
minutes,will+assess,VIX_M,1,99,-0.322,0.0011
minutes,will+assess,VIX_M,2,99,-0.26,0.0093
minutes,will+assess,VIX_M,3,99,-0.15,0.1391
minutes,will+assess,VIX_M,4,98,-0.207,0.0409
minutes,will+assess,VIX_M,5,97,-0.17,0.0952
minutes,will+assess,VIX_M,6,97,-0.132,0.1963
minutes,will+assess,VIX_M,7,96,-0.106,0.3052
minutes,will+assess,VIX_M,8,95,-0.147,0.1555
minutes,will+assess,VIX_M,9,95,-0.048,0.6456
statement,will+warrant,CFNAI_MA3,-9,101,-0.003,0.9747
statement,will+warrant,CFNAI_MA3,-8,101,-0.003,0.9788
statement,will+warrant,CFNAI_MA3,-7,101,0.038,0.7058
statement,will+warrant,CFNAI_MA3,-6,101,0.004,0.965
statement,will+warrant,CFNAI_MA3,-5,101,0.019,0.8501
statement,will+warrant,CFNAI_MA3,-4,101,-0.012,0.9034
statement,will+warrant,CFNAI_MA3,-3,101,0.044,0.6612
statement,will+warrant,CFNAI_MA3,-2,101,0.037,0.7108
statement,will+warrant,CFNAI_MA3,-1,101,0.071,0.4822
statement,will+warrant,CFNAI_MA3,0,101,0.06,0.553
statement,will+warrant,CFNAI_MA3,1,101,0.082,0.4132
statement,will+warrant,CFNAI_MA3,2,101,0.096,0.3393
statement,will+warrant,CFNAI_MA3,3,101,0.092,0.3584
statement,will+warrant,CFNAI_MA3,4,100,0.008,0.9354
statement,will+warrant,CFNAI_MA3,5,99,0.046,0.6485
statement,will+warrant,CFNAI_MA3,6,99,0.048,0.6366
statement,will+warrant,CFNAI_MA3,7,98,0.058,0.5711
statement,will+warrant,CFNAI_MA3,8,97,0.071,0.4876
statement,will+warrant,CFNAI_MA3,9,97,0.06,0.5592
statement,will+warrant,VIX_M,-9,101,-0.257,0.0094
statement,will+warrant,VIX_M,-8,101,-0.266,0.0073
statement,will+warrant,VIX_M,-7,101,-0.304,0.002
statement,will+warrant,VIX_M,-6,101,-0.274,0.0056
statement,will+warrant,VIX_M,-5,101,-0.315,0.0013
statement,will+warrant,VIX_M,-4,101,-0.287,0.0036
statement,will+warrant,VIX_M,-3,101,-0.254,0.0103
statement,will+warrant,VIX_M,-2,101,-0.35,0.0003
statement,will+warrant,VIX_M,-1,101,-0.299,0.0024
statement,will+warrant,VIX_M,0,101,-0.294,0.0028
statement,will+warrant,VIX_M,1,101,-0.314,0.0014
statement,will+warrant,VIX_M,2,101,-0.323,0.001
statement,will+warrant,VIX_M,3,101,-0.347,0.0004
statement,will+warrant,VIX_M,4,100,-0.434,0.0
statement,will+warrant,VIX_M,5,99,-0.355,0.0003
statement,will+warrant,VIX_M,6,99,-0.376,0.0001
statement,will+warrant,VIX_M,7,98,-0.361,0.0003
statement,will+warrant,VIX_M,8,97,-0.363,0.0003
statement,will+warrant,VIX_M,9,97,-0.321,0.0014
statement,will+evolve,CFNAI_MA3,-9,101,-0.005,0.9608
statement,will+evolve,CFNAI_MA3,-8,101,-0.001,0.9891
statement,will+evolve,CFNAI_MA3,-7,101,0.038,0.7036
statement,will+evolve,CFNAI_MA3,-6,101,0.002,0.9813
statement,will+evolve,CFNAI_MA3,-5,101,0.014,0.8893
statement,will+evolve,CFNAI_MA3,-4,101,-0.016,0.8746
statement,will+evolve,CFNAI_MA3,-3,101,0.041,0.6809
statement,will+evolve,CFNAI_MA3,-2,101,0.034,0.7367
statement,will+evolve,CFNAI_MA3,-1,101,0.068,0.4971
statement,will+evolve,CFNAI_MA3,0,101,0.058,0.5644
statement,will+evolve,CFNAI_MA3,1,101,0.081,0.42
statement,will+evolve,CFNAI_MA3,2,101,0.093,0.3571
statement,will+evolve,CFNAI_MA3,3,101,0.089,0.3744
statement,will+evolve,CFNAI_MA3,4,100,0.008,0.9347
statement,will+evolve,CFNAI_MA3,5,99,0.05,0.624
statement,will+evolve,CFNAI_MA3,6,99,0.051,0.6161
statement,will+evolve,CFNAI_MA3,7,98,0.059,0.5621
statement,will+evolve,CFNAI_MA3,8,97,0.072,0.4811
statement,will+evolve,CFNAI_MA3,9,97,0.062,0.5482
statement,will+evolve,VIX_M,-9,101,-0.25,0.0118
statement,will+evolve,VIX_M,-8,101,-0.259,0.009
statement,will+evolve,VIX_M,-7,101,-0.299,0.0024
statement,will+evolve,VIX_M,-6,101,-0.268,0.0067
statement,will+evolve,VIX_M,-5,101,-0.307,0.0018
statement,will+evolve,VIX_M,-4,101,-0.277,0.0051
statement,will+evolve,VIX_M,-3,101,-0.241,0.015
statement,will+evolve,VIX_M,-2,101,-0.337,0.0006
statement,will+evolve,VIX_M,-1,101,-0.29,0.0033
statement,will+evolve,VIX_M,0,101,-0.287,0.0036
statement,will+evolve,VIX_M,1,101,-0.314,0.0014
statement,will+evolve,VIX_M,2,101,-0.314,0.0014
statement,will+evolve,VIX_M,3,101,-0.344,0.0004
statement,will+evolve,VIX_M,4,100,-0.437,0.0
statement,will+evolve,VIX_M,5,99,-0.351,0.0004
statement,will+evolve,VIX_M,6,99,-0.37,0.0002
statement,will+evolve,VIX_M,7,98,-0.35,0.0004
statement,will+evolve,VIX_M,8,97,-0.352,0.0004
statement,will+evolve,VIX_M,9,97,-0.312,0.0019
minutes,would+be+important,CFNAI_MA3,-9,99,-0.016,0.8746
minutes,would+be+important,CFNAI_MA3,-8,99,-0.027,0.7873
minutes,would+be+important,CFNAI_MA3,-7,99,-0.027,0.7907
minutes,would+be+important,CFNAI_MA3,-6,99,0.036,0.7234
minutes,would+be+important,CFNAI_MA3,-5,99,0.04,0.6921
minutes,would+be+important,CFNAI_MA3,-4,99,-0.005,0.9612
minutes,would+be+important,CFNAI_MA3,-3,99,-0.257,0.0103
minutes,would+be+important,CFNAI_MA3,-2,99,-0.312,0.0017
minutes,would+be+important,CFNAI_MA3,-1,99,-0.258,0.01
minutes,would+be+important,CFNAI_MA3,0,99,-0.041,0.6849
minutes,would+be+important,CFNAI_MA3,1,99,-0.038,0.707
minutes,would+be+important,CFNAI_MA3,2,99,-0.045,0.6614
minutes,would+be+important,CFNAI_MA3,3,99,0.095,0.3492
minutes,would+be+important,CFNAI_MA3,4,98,0.193,0.0571
minutes,would+be+important,CFNAI_MA3,5,97,0.199,0.0513
minutes,would+be+important,CFNAI_MA3,6,97,0.084,0.4112
minutes,would+be+important,CFNAI_MA3,7,96,-0.033,0.7492
minutes,would+be+important,CFNAI_MA3,8,95,-0.016,0.8758
minutes,would+be+important,CFNAI_MA3,9,95,0.029,0.7795
minutes,would+be+important,VIX_M,-9,99,-0.043,0.6753
minutes,would+be+important,VIX_M,-8,99,0.035,0.7299
minutes,would+be+important,VIX_M,-7,99,0.088,0.3876
minutes,would+be+important,VIX_M,-6,99,-0.014,0.8944
minutes,would+be+important,VIX_M,-5,99,-0.064,0.531
minutes,would+be+important,VIX_M,-4,99,0.187,0.0639
minutes,would+be+important,VIX_M,-3,99,0.216,0.0315
minutes,would+be+important,VIX_M,-2,99,0.091,0.3713
minutes,would+be+important,VIX_M,-1,99,0.247,0.0137
minutes,would+be+important,VIX_M,0,99,0.232,0.0206
minutes,would+be+important,VIX_M,1,99,0.184,0.0676
minutes,would+be+important,VIX_M,2,99,0.236,0.0185
minutes,would+be+important,VIX_M,3,99,0.108,0.2865
minutes,would+be+important,VIX_M,4,98,0.159,0.1179
minutes,would+be+important,VIX_M,5,97,0.176,0.0848
minutes,would+be+important,VIX_M,6,97,0.167,0.1027
minutes,would+be+important,VIX_M,7,96,0.211,0.0393
minutes,would+be+important,VIX_M,8,95,0.034,0.7447
minutes,would+be+important,VIX_M,9,95,0.22,0.0325
minutes,could+impede,CFNAI_MA3,-9,99,-0.029,0.7749
minutes,could+impede,CFNAI_MA3,-8,99,-0.027,0.7905
minutes,could+impede,CFNAI_MA3,-7,99,-0.058,0.5698
minutes,could+impede,CFNAI_MA3,-6,99,0.0,0.9968
minutes,could+impede,CFNAI_MA3,-5,99,-0.035,0.7307
minutes,could+impede,CFNAI_MA3,-4,99,0.017,0.8644
minutes,could+impede,CFNAI_MA3,-3,99,0.11,0.2804
minutes,could+impede,CFNAI_MA3,-2,99,0.2,0.0466
minutes,could+impede,CFNAI_MA3,-1,99,0.206,0.0404
minutes,could+impede,CFNAI_MA3,0,99,0.086,0.3981
minutes,could+impede,CFNAI_MA3,1,99,0.007,0.945
minutes,could+impede,CFNAI_MA3,2,99,0.017,0.8669
minutes,could+impede,CFNAI_MA3,3,99,0.031,0.7584
minutes,could+impede,CFNAI_MA3,4,98,0.078,0.4425
minutes,could+impede,CFNAI_MA3,5,97,0.077,0.4549
minutes,could+impede,CFNAI_MA3,6,97,0.045,0.6648
minutes,could+impede,CFNAI_MA3,7,96,0.03,0.7722
minutes,could+impede,CFNAI_MA3,8,95,0.058,0.574
minutes,could+impede,CFNAI_MA3,9,95,0.027,0.7953
minutes,could+impede,VIX_M,-9,99,0.439,0.0
minutes,could+impede,VIX_M,-8,99,0.431,0.0
minutes,could+impede,VIX_M,-7,99,0.43,0.0
minutes,could+impede,VIX_M,-6,99,0.406,0.0
minutes,could+impede,VIX_M,-5,99,0.469,0.0
minutes,could+impede,VIX_M,-4,99,0.305,0.0021
minutes,could+impede,VIX_M,-3,99,0.254,0.0111
minutes,could+impede,VIX_M,-2,99,0.363,0.0002
minutes,could+impede,VIX_M,-1,99,0.219,0.0292
minutes,could+impede,VIX_M,0,99,0.218,0.0302
minutes,could+impede,VIX_M,1,99,0.327,0.0009
minutes,could+impede,VIX_M,2,99,0.178,0.0776
minutes,could+impede,VIX_M,3,99,0.125,0.217
minutes,could+impede,VIX_M,4,98,0.233,0.0209
minutes,could+impede,VIX_M,5,97,0.15,0.1434
minutes,could+impede,VIX_M,6,97,0.077,0.4543
minutes,could+impede,VIX_M,7,96,0.139,0.1783
minutes,could+impede,VIX_M,8,95,0.102,0.3244
minutes,could+impede,VIX_M,9,95,0.06,0.5653
press_conf,will+need,CFNAI_MA3,-9,80,0.035,0.7605
press_conf,will+need,CFNAI_MA3,-8,80,0.064,0.5734
press_conf,will+need,CFNAI_MA3,-7,80,0.041,0.7174
press_conf,will+need,CFNAI_MA3,-6,80,0.142,0.2076
press_conf,will+need,CFNAI_MA3,-5,80,0.121,0.2869
press_conf,will+need,CFNAI_MA3,-4,80,0.067,0.5557
press_conf,will+need,CFNAI_MA3,-3,80,-0.144,0.2012
press_conf,will+need,CFNAI_MA3,-2,80,-0.287,0.01
press_conf,will+need,CFNAI_MA3,-1,80,-0.248,0.0265
press_conf,will+need,CFNAI_MA3,0,80,-0.068,0.5462
press_conf,will+need,CFNAI_MA3,1,80,0.062,0.5834
press_conf,will+need,CFNAI_MA3,2,80,0.028,0.8036
press_conf,will+need,CFNAI_MA3,3,80,-0.051,0.6529
press_conf,will+need,CFNAI_MA3,4,79,0.01,0.9333
press_conf,will+need,CFNAI_MA3,5,78,0.049,0.6685
press_conf,will+need,CFNAI_MA3,6,78,0.207,0.0692
press_conf,will+need,CFNAI_MA3,7,77,-0.011,0.9254
press_conf,will+need,CFNAI_MA3,8,76,-0.051,0.6632
press_conf,will+need,CFNAI_MA3,9,76,0.034,0.7684
press_conf,will+need,VIX_M,-9,80,-0.004,0.9743
press_conf,will+need,VIX_M,-8,80,0.047,0.6816
press_conf,will+need,VIX_M,-7,80,0.162,0.1503
press_conf,will+need,VIX_M,-6,80,0.047,0.677
press_conf,will+need,VIX_M,-5,80,0.071,0.5303
press_conf,will+need,VIX_M,-4,80,0.319,0.004
press_conf,will+need,VIX_M,-3,80,0.412,0.0001
press_conf,will+need,VIX_M,-2,80,0.369,0.0008
press_conf,will+need,VIX_M,-1,80,0.334,0.0025
press_conf,will+need,VIX_M,0,80,0.253,0.0238
press_conf,will+need,VIX_M,1,80,0.365,0.0009
press_conf,will+need,VIX_M,2,80,0.384,0.0004
press_conf,will+need,VIX_M,3,80,0.218,0.0515
press_conf,will+need,VIX_M,4,79,0.234,0.0379
press_conf,will+need,VIX_M,5,78,0.159,0.1651
press_conf,will+need,VIX_M,6,78,0.233,0.0402
press_conf,will+need,VIX_M,7,77,0.173,0.1319
press_conf,will+need,VIX_M,8,76,0.083,0.4761
press_conf,will+need,VIX_M,9,76,-0.014,0.9026
minutes,would+help,CFNAI_MA3,-9,99,-0.067,0.5126
minutes,would+help,CFNAI_MA3,-8,99,0.008,0.9385
minutes,would+help,CFNAI_MA3,-7,99,0.011,0.9173
minutes,would+help,CFNAI_MA3,-6,99,0.042,0.6763
minutes,would+help,CFNAI_MA3,-5,99,0.093,0.3608
minutes,would+help,CFNAI_MA3,-4,99,0.064,0.5268
minutes,would+help,CFNAI_MA3,-3,99,-0.058,0.5654
minutes,would+help,CFNAI_MA3,-2,99,-0.094,0.3555
minutes,would+help,CFNAI_MA3,-1,99,-0.109,0.2837
minutes,would+help,CFNAI_MA3,0,99,0.022,0.8262
minutes,would+help,CFNAI_MA3,1,99,-0.001,0.9937
minutes,would+help,CFNAI_MA3,2,99,-0.004,0.9672
minutes,would+help,CFNAI_MA3,3,99,-0.077,0.4506
minutes,would+help,CFNAI_MA3,4,98,0.065,0.5267
minutes,would+help,CFNAI_MA3,5,97,0.09,0.3794
minutes,would+help,CFNAI_MA3,6,97,0.023,0.824
minutes,would+help,CFNAI_MA3,7,96,-0.232,0.0229
minutes,would+help,CFNAI_MA3,8,95,-0.265,0.0094
minutes,would+help,CFNAI_MA3,9,95,0.017,0.8734
minutes,would+help,VIX_M,-9,99,0.314,0.0015
minutes,would+help,VIX_M,-8,99,0.295,0.003
minutes,would+help,VIX_M,-7,99,0.301,0.0025
minutes,would+help,VIX_M,-6,99,0.27,0.0069
minutes,would+help,VIX_M,-5,99,0.287,0.004
minutes,would+help,VIX_M,-4,99,0.33,0.0009
minutes,would+help,VIX_M,-3,99,0.241,0.0162
minutes,would+help,VIX_M,-2,99,0.273,0.0062
minutes,would+help,VIX_M,-1,99,0.269,0.0071
minutes,would+help,VIX_M,0,99,0.245,0.0144
minutes,would+help,VIX_M,1,99,0.259,0.0098
minutes,would+help,VIX_M,2,99,0.218,0.0302
minutes,would+help,VIX_M,3,99,0.152,0.1342
minutes,would+help,VIX_M,4,98,0.206,0.0414
minutes,would+help,VIX_M,5,97,0.23,0.0235
minutes,would+help,VIX_M,6,97,0.44,0.0
minutes,would+help,VIX_M,7,96,0.355,0.0004
minutes,would+help,VIX_M,8,95,0.178,0.0848
minutes,would+help,VIX_M,9,95,0.109,0.2944
minutes,will+continue,CFNAI_MA3,-9,99,-0.03,0.7674
minutes,will+continue,CFNAI_MA3,-8,99,-0.098,0.3351
minutes,will+continue,CFNAI_MA3,-7,99,-0.159,0.1161
minutes,will+continue,CFNAI_MA3,-6,99,-0.149,0.14
minutes,will+continue,CFNAI_MA3,-5,99,-0.031,0.7581
minutes,will+continue,CFNAI_MA3,-4,99,0.044,0.6687
minutes,will+continue,CFNAI_MA3,-3,99,-0.017,0.8655
minutes,will+continue,CFNAI_MA3,-2,99,-0.023,0.8185
minutes,will+continue,CFNAI_MA3,-1,99,-0.072,0.4806
minutes,will+continue,CFNAI_MA3,0,99,-0.164,0.1042
minutes,will+continue,CFNAI_MA3,1,99,-0.19,0.0601
minutes,will+continue,CFNAI_MA3,2,99,-0.198,0.0491
minutes,will+continue,CFNAI_MA3,3,99,-0.032,0.7559
minutes,will+continue,CFNAI_MA3,4,98,-0.042,0.6779
minutes,will+continue,CFNAI_MA3,5,97,-0.093,0.3628
minutes,will+continue,CFNAI_MA3,6,97,-0.16,0.1181
minutes,will+continue,CFNAI_MA3,7,96,-0.045,0.6643
minutes,will+continue,CFNAI_MA3,8,95,-0.004,0.9705
minutes,will+continue,CFNAI_MA3,9,95,0.103,0.3227
minutes,will+continue,VIX_M,-9,99,0.382,0.0001
minutes,will+continue,VIX_M,-8,99,0.371,0.0002
minutes,will+continue,VIX_M,-7,99,0.373,0.0001
minutes,will+continue,VIX_M,-6,99,0.22,0.0284
minutes,will+continue,VIX_M,-5,99,0.263,0.0086
minutes,will+continue,VIX_M,-4,99,0.269,0.0071
minutes,will+continue,VIX_M,-3,99,0.208,0.0387
minutes,will+continue,VIX_M,-2,99,0.328,0.0009
minutes,will+continue,VIX_M,-1,99,0.294,0.0031
minutes,will+continue,VIX_M,0,99,0.275,0.0059
minutes,will+continue,VIX_M,1,99,0.279,0.0052
minutes,will+continue,VIX_M,2,99,0.203,0.044
minutes,will+continue,VIX_M,3,99,0.297,0.0028
minutes,will+continue,VIX_M,4,98,0.314,0.0017
minutes,will+continue,VIX_M,5,97,0.344,0.0005
minutes,will+continue,VIX_M,6,97,0.339,0.0007
minutes,will+continue,VIX_M,7,96,0.322,0.0014
minutes,will+continue,VIX_M,8,95,0.314,0.002
minutes,will+continue,VIX_M,9,95,0.178,0.0843
press_conf,will+go,CFNAI_MA3,-9,80,0.256,0.0221
press_conf,will+go,CFNAI_MA3,-8,80,0.2,0.0755
press_conf,will+go,CFNAI_MA3,-7,80,0.146,0.1958
press_conf,will+go,CFNAI_MA3,-6,80,0.185,0.1005
press_conf,will+go,CFNAI_MA3,-5,80,0.086,0.4501
press_conf,will+go,CFNAI_MA3,-4,80,0.097,0.391
press_conf,will+go,CFNAI_MA3,-3,80,0.037,0.7429
press_conf,will+go,CFNAI_MA3,-2,80,-0.01,0.9277
press_conf,will+go,CFNAI_MA3,-1,80,0.001,0.9942
press_conf,will+go,CFNAI_MA3,0,80,-0.159,0.1583
press_conf,will+go,CFNAI_MA3,1,80,-0.175,0.1207
press_conf,will+go,CFNAI_MA3,2,80,-0.142,0.2103
press_conf,will+go,CFNAI_MA3,3,80,0.112,0.3207
press_conf,will+go,CFNAI_MA3,4,79,0.259,0.0212
press_conf,will+go,CFNAI_MA3,5,78,0.29,0.0101
press_conf,will+go,CFNAI_MA3,6,78,0.238,0.0356
press_conf,will+go,CFNAI_MA3,7,77,0.172,0.1342
press_conf,will+go,CFNAI_MA3,8,76,0.175,0.1295
press_conf,will+go,CFNAI_MA3,9,76,0.088,0.4479
press_conf,will+go,VIX_M,-9,80,0.143,0.206
press_conf,will+go,VIX_M,-8,80,0.149,0.1857
press_conf,will+go,VIX_M,-7,80,0.188,0.0953
press_conf,will+go,VIX_M,-6,80,0.124,0.2726
press_conf,will+go,VIX_M,-5,80,0.106,0.3492
press_conf,will+go,VIX_M,-4,80,0.115,0.311
press_conf,will+go,VIX_M,-3,80,0.09,0.4282
press_conf,will+go,VIX_M,-2,80,0.074,0.5164
press_conf,will+go,VIX_M,-1,80,0.226,0.0439
press_conf,will+go,VIX_M,0,80,0.328,0.003
press_conf,will+go,VIX_M,1,80,0.311,0.005
press_conf,will+go,VIX_M,2,80,0.286,0.01
press_conf,will+go,VIX_M,3,80,0.26,0.02
press_conf,will+go,VIX_M,4,79,0.316,0.0046
press_conf,will+go,VIX_M,5,78,0.238,0.0361
press_conf,will+go,VIX_M,6,78,0.271,0.0164
press_conf,will+go,VIX_M,7,77,0.374,0.0008
press_conf,will+go,VIX_M,8,76,0.323,0.0045
press_conf,will+go,VIX_M,9,76,0.248,0.031
minutes,would+continue,CFNAI_MA3,-9,99,0.037,0.7133
minutes,would+continue,CFNAI_MA3,-8,99,-0.031,0.7596
minutes,would+continue,CFNAI_MA3,-7,99,-0.144,0.1553
minutes,would+continue,CFNAI_MA3,-6,99,-0.128,0.2069
minutes,would+continue,CFNAI_MA3,-5,99,-0.083,0.416
minutes,would+continue,CFNAI_MA3,-4,99,0.035,0.7278
minutes,would+continue,CFNAI_MA3,-3,99,-0.011,0.9167
minutes,would+continue,CFNAI_MA3,-2,99,0.008,0.9337
minutes,would+continue,CFNAI_MA3,-1,99,-0.025,0.8053
minutes,would+continue,CFNAI_MA3,0,99,-0.131,0.1946
minutes,would+continue,CFNAI_MA3,1,99,-0.003,0.9798
minutes,would+continue,CFNAI_MA3,2,99,0.056,0.5816
minutes,would+continue,CFNAI_MA3,3,99,0.215,0.0327
minutes,would+continue,CFNAI_MA3,4,98,0.174,0.0868
minutes,would+continue,CFNAI_MA3,5,97,0.183,0.0728
minutes,would+continue,CFNAI_MA3,6,97,0.104,0.3109
minutes,would+continue,CFNAI_MA3,7,96,0.038,0.7118
minutes,would+continue,CFNAI_MA3,8,95,0.075,0.4722
minutes,would+continue,CFNAI_MA3,9,95,0.043,0.676
minutes,would+continue,VIX_M,-9,99,0.345,0.0005
minutes,would+continue,VIX_M,-8,99,0.403,0.0
minutes,would+continue,VIX_M,-7,99,0.418,0.0
minutes,would+continue,VIX_M,-6,99,0.43,0.0
minutes,would+continue,VIX_M,-5,99,0.344,0.0005
minutes,would+continue,VIX_M,-4,99,0.329,0.0009
minutes,would+continue,VIX_M,-3,99,0.322,0.0011
minutes,would+continue,VIX_M,-2,99,0.385,0.0001
minutes,would+continue,VIX_M,-1,99,0.341,0.0006
minutes,would+continue,VIX_M,0,99,0.212,0.035
minutes,would+continue,VIX_M,1,99,0.231,0.0217
minutes,would+continue,VIX_M,2,99,0.153,0.1311
minutes,would+continue,VIX_M,3,99,0.117,0.2491
minutes,would+continue,VIX_M,4,98,0.06,0.554
minutes,would+continue,VIX_M,5,97,0.106,0.303
minutes,would+continue,VIX_M,6,97,0.107,0.2957
minutes,would+continue,VIX_M,7,96,0.068,0.5109
minutes,would+continue,VIX_M,8,95,0.18,0.081
minutes,would+continue,VIX_M,9,95,0.091,0.3805
press_conf,will+see,CFNAI_MA3,-9,80,-0.015,0.8946
press_conf,will+see,CFNAI_MA3,-8,80,0.099,0.3843
press_conf,will+see,CFNAI_MA3,-7,80,0.114,0.3139
press_conf,will+see,CFNAI_MA3,-6,80,0.136,0.2303
press_conf,will+see,CFNAI_MA3,-5,80,0.127,0.2598
press_conf,will+see,CFNAI_MA3,-4,80,0.019,0.8665
press_conf,will+see,CFNAI_MA3,-3,80,0.018,0.8741
press_conf,will+see,CFNAI_MA3,-2,80,-0.014,0.9013
press_conf,will+see,CFNAI_MA3,-1,80,0.013,0.9066
press_conf,will+see,CFNAI_MA3,0,80,-0.056,0.6209
press_conf,will+see,CFNAI_MA3,1,80,-0.131,0.2468
press_conf,will+see,CFNAI_MA3,2,80,-0.12,0.289
press_conf,will+see,CFNAI_MA3,3,80,0.023,0.841
press_conf,will+see,CFNAI_MA3,4,79,0.135,0.2367
press_conf,will+see,CFNAI_MA3,5,78,0.166,0.1455
press_conf,will+see,CFNAI_MA3,6,78,0.139,0.2234
press_conf,will+see,CFNAI_MA3,7,77,0.144,0.2129
press_conf,will+see,CFNAI_MA3,8,76,0.091,0.4339
press_conf,will+see,CFNAI_MA3,9,76,-0.129,0.2682
press_conf,will+see,VIX_M,-9,80,0.257,0.0213
press_conf,will+see,VIX_M,-8,80,0.306,0.0058
press_conf,will+see,VIX_M,-7,80,0.343,0.0019
press_conf,will+see,VIX_M,-6,80,0.132,0.2438
press_conf,will+see,VIX_M,-5,80,0.188,0.0957
press_conf,will+see,VIX_M,-4,80,0.187,0.0963
press_conf,will+see,VIX_M,-3,80,0.119,0.2944
press_conf,will+see,VIX_M,-2,80,0.224,0.0461
press_conf,will+see,VIX_M,-1,80,0.202,0.073
press_conf,will+see,VIX_M,0,80,0.191,0.0892
press_conf,will+see,VIX_M,1,80,0.153,0.1752
press_conf,will+see,VIX_M,2,80,0.04,0.7245
press_conf,will+see,VIX_M,3,80,0.038,0.7392
press_conf,will+see,VIX_M,4,79,-0.003,0.9819
press_conf,will+see,VIX_M,5,78,-0.096,0.4038
press_conf,will+see,VIX_M,6,78,-0.042,0.7121
press_conf,will+see,VIX_M,7,77,0.022,0.8474
press_conf,will+see,VIX_M,8,76,0.169,0.1449
press_conf,will+see,VIX_M,9,76,0.062,0.5967
press_conf,will+take,CFNAI_MA3,-9,80,0.067,0.5535
press_conf,will+take,CFNAI_MA3,-8,80,-0.026,0.8184
press_conf,will+take,CFNAI_MA3,-7,80,-0.094,0.4084
press_conf,will+take,CFNAI_MA3,-6,80,-0.116,0.3041
press_conf,will+take,CFNAI_MA3,-5,80,0.001,0.9952
press_conf,will+take,CFNAI_MA3,-4,80,0.082,0.4678
press_conf,will+take,CFNAI_MA3,-3,80,0.016,0.8866
press_conf,will+take,CFNAI_MA3,-2,80,0.025,0.8287
press_conf,will+take,CFNAI_MA3,-1,80,-0.011,0.9197
press_conf,will+take,CFNAI_MA3,0,80,-0.036,0.7489
press_conf,will+take,CFNAI_MA3,1,80,0.001,0.9905
press_conf,will+take,CFNAI_MA3,2,80,0.002,0.9881
press_conf,will+take,CFNAI_MA3,3,80,-0.034,0.767
press_conf,will+take,CFNAI_MA3,4,79,-0.266,0.0178
press_conf,will+take,CFNAI_MA3,5,78,-0.298,0.0081
press_conf,will+take,CFNAI_MA3,6,78,-0.038,0.7433
press_conf,will+take,CFNAI_MA3,7,77,0.249,0.0289
press_conf,will+take,CFNAI_MA3,8,76,0.264,0.0213
press_conf,will+take,CFNAI_MA3,9,76,0.1,0.3899
press_conf,will+take,VIX_M,-9,80,0.222,0.0474
press_conf,will+take,VIX_M,-8,80,0.296,0.0078
press_conf,will+take,VIX_M,-7,80,0.386,0.0004
press_conf,will+take,VIX_M,-6,80,0.242,0.0302
press_conf,will+take,VIX_M,-5,80,0.223,0.0464
press_conf,will+take,VIX_M,-4,80,0.29,0.009
press_conf,will+take,VIX_M,-3,80,0.195,0.0837
press_conf,will+take,VIX_M,-2,80,0.277,0.013
press_conf,will+take,VIX_M,-1,80,0.23,0.0404
press_conf,will+take,VIX_M,0,80,0.055,0.6272
press_conf,will+take,VIX_M,1,80,0.032,0.7787
press_conf,will+take,VIX_M,2,80,0.089,0.433
press_conf,will+take,VIX_M,3,80,0.336,0.0023
press_conf,will+take,VIX_M,4,79,0.318,0.0043
press_conf,will+take,VIX_M,5,78,0.138,0.2284
press_conf,will+take,VIX_M,6,78,-0.016,0.8884
press_conf,will+take,VIX_M,7,77,-0.068,0.5576
press_conf,will+take,VIX_M,8,76,-0.017,0.8817
press_conf,will+take,VIX_M,9,76,-0.014,0.9016
press_conf,would+like,CFNAI_MA3,-9,80,0.077,0.4973
