doc_id,doc_type,date,chair,layer,n_tokens,n_sents
minutes_20190320,minutes,2019-03-20,Powell,min_boilerplate,27,2
minutes_20190501,minutes,2019-05-01,Powell,min_front_matter,717,63
minutes_20190501,minutes,2019-05-01,Powell,min_boilerplate,1488,45
minutes_20190501,minutes,2019-05-01,Powell,min_staff_desk,1157,42
minutes_20190501,minutes,2019-05-01,Powell,min_staff,2947,116
minutes_20190501,minutes,2019-05-01,Powell,min_participants,1769,56
minutes_20190501,minutes,2019-05-01,Powell,min_committee,594,20
minutes_20190501,minutes,2019-05-01,Powell,min_directive_quote,225,5
minutes_20190501,minutes,2019-05-01,Powell,min_statement_quote,286,11
minutes_20190501,minutes,2019-05-01,Powell,min_vote,155,5
minutes_20190501,minutes,2019-05-01,Powell,min_special,137,7
minutes_20190619,minutes,2019-06-19,Powell,min_front_matter,182,21
minutes_20190619,minutes,2019-06-19,Powell,min_special,1500,74
minutes_20190619,minutes,2019-06-19,Powell,min_staff_desk,523,21
minutes_20190619,minutes,2019-06-19,Powell,min_staff,2656,110
minutes_20190619,minutes,2019-06-19,Powell,min_participants,2078,72
minutes_20190619,minutes,2019-06-19,Powell,min_committee,534,15
minutes_20190619,minutes,2019-06-19,Powell,min_directive_quote,218,4
minutes_20190619,minutes,2019-06-19,Powell,min_statement_quote,300,11
minutes_20190619,minutes,2019-06-19,Powell,min_vote,201,5
minutes_20190619,minutes,2019-06-19,Powell,min_boilerplate,28,2
minutes_20190731,minutes,2019-07-31,Powell,min_front_matter,696,58
minutes_20190731,minutes,2019-07-31,Powell,min_special,1697,44
minutes_20190731,minutes,2019-07-31,Powell,min_staff_desk,738,26
minutes_20190731,minutes,2019-07-31,Powell,min_staff,2888,119
minutes_20190731,minutes,2019-07-31,Powell,min_participants,2741,90
minutes_20190731,minutes,2019-07-31,Powell,min_committee,783,24
minutes_20190731,minutes,2019-07-31,Powell,min_directive_quote,248,5
minutes_20190731,minutes,2019-07-31,Powell,min_statement_quote,345,12
minutes_20190731,minutes,2019-07-31,Powell,min_vote,476,15
minutes_20190731,minutes,2019-07-31,Powell,min_boilerplate,26,2
minutes_20190918,minutes,2019-09-18,Powell,min_front_matter,716,60
minutes_20190918,minutes,2019-09-18,Powell,min_special,1606,48
minutes_20190918,minutes,2019-09-18,Powell,min_staff_desk,689,28
minutes_20190918,minutes,2019-09-18,Powell,min_staff,3141,112
minutes_20190918,minutes,2019-09-18,Powell,min_participants,3043,99
minutes_20190918,minutes,2019-09-18,Powell,min_committee,615,21
minutes_20190918,minutes,2019-09-18,Powell,min_directive_quote,248,5
minutes_20190918,minutes,2019-09-18,Powell,min_statement_quote,314,11
minutes_20190918,minutes,2019-09-18,Powell,min_vote,313,11
minutes_20190918,minutes,2019-09-18,Powell,min_boilerplate,26,2
minutes_20191030,minutes,2019-10-30,Powell,min_front_matter,789,67
minutes_20191030,minutes,2019-10-30,Powell,min_special,2802,79
minutes_20191030,minutes,2019-10-30,Powell,min_staff_desk,696,26
minutes_20191030,minutes,2019-10-30,Powell,min_staff,2958,119
minutes_20191030,minutes,2019-10-30,Powell,min_participants,2198,79
minutes_20191030,minutes,2019-10-30,Powell,min_committee,554,19
minutes_20191030,minutes,2019-10-30,Powell,min_directive_quote,363,8
minutes_20191030,minutes,2019-10-30,Powell,min_statement_quote,294,11
minutes_20191030,minutes,2019-10-30,Powell,min_vote,255,9
minutes_20191030,minutes,2019-10-30,Powell,min_boilerplate,1666,51
minutes_20191211,minutes,2019-12-11,Powell,min_front_matter,716,57
minutes_20191211,minutes,2019-12-11,Powell,min_special,1517,53
minutes_20191211,minutes,2019-12-11,Powell,min_staff_desk,831,33
minutes_20191211,minutes,2019-12-11,Powell,min_staff,2440,104
minutes_20191211,minutes,2019-12-11,Powell,min_participants,1585,60
minutes_20191211,minutes,2019-12-11,Powell,min_committee,500,19
minutes_20191211,minutes,2019-12-11,Powell,min_directive_quote,362,8
minutes_20191211,minutes,2019-12-11,Powell,min_statement_quote,278,11
minutes_20191211,minutes,2019-12-11,Powell,min_vote,193,7
minutes_20191211,minutes,2019-12-11,Powell,min_boilerplate,26,2
minutes_20200129,minutes,2020-01-29,Powell,min_front_matter,781,60
minutes_20200129,minutes,2020-01-29,Powell,min_boilerplate,3549,163
minutes_20200129,minutes,2020-01-29,Powell,min_special,1531,45
minutes_20200129,minutes,2020-01-29,Powell,min_staff_desk,932,31
minutes_20200129,minutes,2020-01-29,Powell,min_staff,2911,114
minutes_20200129,minutes,2020-01-29,Powell,min_participants,2078,67
minutes_20200129,minutes,2020-01-29,Powell,min_committee,412,15
minutes_20200129,minutes,2020-01-29,Powell,min_directive_quote,362,8
minutes_20200129,minutes,2020-01-29,Powell,min_statement_quote,279,11
minutes_20200129,minutes,2020-01-29,Powell,min_vote,175,7
minutes_20200315,minutes,2020-03-15,Powell,min_front_matter,483,38
minutes_20200315,minutes,2020-03-15,Powell,min_staff_desk,721,30
minutes_20200315,minutes,2020-03-15,Powell,min_staff,2651,112
minutes_20200315,minutes,2020-03-15,Powell,min_participants,3041,99
minutes_20200315,minutes,2020-03-15,Powell,min_committee,645,21
minutes_20200315,minutes,2020-03-15,Powell,min_directive_quote,306,8
minutes_20200315,minutes,2020-03-15,Powell,min_statement_quote,526,22
minutes_20200315,minutes,2020-03-15,Powell,min_vote,350,11
minutes_20200315,minutes,2020-03-15,Powell,min_boilerplate,1392,42
minutes_20200429,minutes,2020-04-29,Powell,min_front_matter,618,45
minutes_20200429,minutes,2020-04-29,Powell,min_staff_desk,951,36
minutes_20200429,minutes,2020-04-29,Powell,min_staff,3401,136
minutes_20200429,minutes,2020-04-29,Powell,min_participants,2715,90
minutes_20200429,minutes,2020-04-29,Powell,min_committee,478,17
minutes_20200429,minutes,2020-04-29,Powell,min_directive_quote,201,7
minutes_20200429,minutes,2020-04-29,Powell,min_statement_quote,386,14
minutes_20200429,minutes,2020-04-29,Powell,min_vote,129,6
minutes_20200429,minutes,2020-04-29,Powell,min_boilerplate,506,15
minutes_20200610,minutes,2020-06-10,Powell,min_front_matter,1141,76
minutes_20200610,minutes,2020-06-10,Powell,min_special,1716,38
minutes_20200610,minutes,2020-06-10,Powell,min_staff_desk,700,28
minutes_20200610,minutes,2020-06-10,Powell,min_staff,3015,121
minutes_20200610,minutes,2020-06-10,Powell,min_participants,2250,66
minutes_20200610,minutes,2020-06-10,Powell,min_committee,487,17
minutes_20200610,minutes,2020-06-10,Powell,min_directive_quote,228,8
minutes_20200610,minutes,2020-06-10,Powell,min_statement_quote,389,14
minutes_20200610,minutes,2020-06-10,Powell,min_vote,129,6
minutes_20200610,minutes,2020-06-10,Powell,min_boilerplate,26,2
minutes_20200729,minutes,2020-07-29,Powell,min_front_matter,673,51
minutes_20200729,minutes,2020-07-29,Powell,min_special,178,6
minutes_20200729,minutes,2020-07-29,Powell,min_staff_desk,828,36
minutes_20200729,minutes,2020-07-29,Powell,min_staff,3588,141
minutes_20200729,minutes,2020-07-29,Powell,min_participants,2371,76
minutes_20200729,minutes,2020-07-29,Powell,min_committee,513,18
minutes_20200729,minutes,2020-07-29,Powell,min_directive_quote,228,8
minutes_20200729,minutes,2020-07-29,Powell,min_statement_quote,410,15
minutes_20200729,minutes,2020-07-29,Powell,min_vote,129,6
minutes_20200729,minutes,2020-07-29,Powell,min_boilerplate,27,2
minutes_20200916,minutes,2020-09-16,Powell,min_front_matter,1740,97
minutes_20200916,minutes,2020-09-16,Powell,min_staff_desk,644,29
minutes_20200916,minutes,2020-09-16,Powell,min_staff,3060,130
minutes_20200916,minutes,2020-09-16,Powell,min_participants,2685,86
minutes_20200916,minutes,2020-09-16,Powell,min_committee,1032,31
minutes_20200916,minutes,2020-09-16,Powell,min_directive_quote,218,9
minutes_20200916,minutes,2020-09-16,Powell,min_statement_quote,424,15
minutes_20200916,minutes,2020-09-16,Powell,min_vote,222,8
minutes_20200916,minutes,2020-09-16,Powell,min_boilerplate,67,4
minutes_20201105,minutes,2020-11-05,Powell,min_front_matter,682,58
minutes_20201105,minutes,2020-11-05,Powell,min_staff_desk,530,22
minutes_20201105,minutes,2020-11-05,Powell,min_special,1402,46
minutes_20201105,minutes,2020-11-05,Powell,min_staff,3367,134
minutes_20201105,minutes,2020-11-05,Powell,min_participants,2141,72
minutes_20201105,minutes,2020-11-05,Powell,min_committee,540,15
minutes_20201105,minutes,2020-11-05,Powell,min_directive_quote,218,9
minutes_20201105,minutes,2020-11-05,Powell,min_statement_quote,421,15
minutes_20201105,minutes,2020-11-05,Powell,min_vote,139,7
minutes_20201105,minutes,2020-11-05,Powell,min_boilerplate,60,3
minutes_20201216,minutes,2020-12-16,Powell,min_front_matter,667,57
minutes_20201216,minutes,2020-12-16,Powell,min_staff_desk,832,30
minutes_20201216,minutes,2020-12-16,Powell,min_staff,2746,114
minutes_20201216,minutes,2020-12-16,Powell,min_participants,2546,80
minutes_20201216,minutes,2020-12-16,Powell,min_committee,575,17
minutes_20201216,minutes,2020-12-16,Powell,min_directive_quote,227,9
minutes_20201216,minutes,2020-12-16,Powell,min_statement_quote,449,16
minutes_20201216,minutes,2020-12-16,Powell,min_vote,129,6
minutes_20201216,minutes,2020-12-16,Powell,min_boilerplate,26,2
minutes_20210127,minutes,2021-01-27,Powell,min_front_matter,645,48
minutes_20210127,minutes,2021-01-27,Powell,min_boilerplate,4236,198
minutes_20210127,minutes,2021-01-27,Powell,min_staff_desk,645,29
minutes_20210127,minutes,2021-01-27,Powell,min_staff,3294,133
minutes_20210127,minutes,2021-01-27,Powell,min_participants,2259,72
minutes_20210127,minutes,2021-01-27,Powell,min_committee,638,19
minutes_20210127,minutes,2021-01-27,Powell,min_directive_quote,224,9
minutes_20210127,minutes,2021-01-27,Powell,min_statement_quote,451,16
minutes_20210127,minutes,2021-01-27,Powell,min_vote,134,6
minutes_20210317,minutes,2021-03-17,Powell,min_front_matter,759,63
minutes_20210317,minutes,2021-03-17,Powell,min_staff_desk,1275,45
minutes_20210317,minutes,2021-03-17,Powell,min_staff,3187,128
minutes_20210317,minutes,2021-03-17,Powell,min_participants,2049,69
minutes_20210317,minutes,2021-03-17,Powell,min_committee,692,20
minutes_20210317,minutes,2021-03-17,Powell,min_directive_quote,224,9
minutes_20210317,minutes,2021-03-17,Powell,min_statement_quote,444,16
minutes_20210317,minutes,2021-03-17,Powell,min_vote,134,6
minutes_20210317,minutes,2021-03-17,Powell,min_boilerplate,26,2
minutes_20210428,minutes,2021-04-28,Powell,min_front_matter,741,62
minutes_20210428,minutes,2021-04-28,Powell,min_staff_desk,912,34
minutes_20210428,minutes,2021-04-28,Powell,min_special,911,26
minutes_20210428,minutes,2021-04-28,Powell,min_staff,2879,120
minutes_20210428,minutes,2021-04-28,Powell,min_participants,1761,67
minutes_20210428,minutes,2021-04-28,Powell,min_committee,781,25
minutes_20210428,minutes,2021-04-28,Powell,min_directive_quote,224,10
minutes_20210428,minutes,2021-04-28,Powell,min_statement_quote,440,17
minutes_20210428,minutes,2021-04-28,Powell,min_vote,134,6
minutes_20210428,minutes,2021-04-28,Powell,min_boilerplate,26,2
minutes_20210616,minutes,2021-06-16,Powell,min_front_matter,792,64
minutes_20210616,minutes,2021-06-16,Powell,min_special,1144,35
minutes_20210616,minutes,2021-06-16,Powell,min_staff_desk,891,37
minutes_20210616,minutes,2021-06-16,Powell,min_staff,3051,127
minutes_20210616,minutes,2021-06-16,Powell,min_participants,2189,73
minutes_20210616,minutes,2021-06-16,Powell,min_committee,647,21
minutes_20210616,minutes,2021-06-16,Powell,min_directive_quote,224,9
minutes_20210616,minutes,2021-06-16,Powell,min_statement_quote,438,17
minutes_20210616,minutes,2021-06-16,Powell,min_vote,193,7
minutes_20210616,minutes,2021-06-16,Powell,min_boilerplate,26,2
minutes_20210728,minutes,2021-07-28,Powell,min_front_matter,651,62
minutes_20210728,minutes,2021-07-28,Powell,min_staff_desk,1265,41
minutes_20210728,minutes,2021-07-28,Powell,min_special,1209,35
minutes_20210728,minutes,2021-07-28,Powell,min_staff,3363,132
minutes_20210728,minutes,2021-07-28,Powell,min_participants,2418,74
minutes_20210728,minutes,2021-07-28,Powell,min_committee,749,23
minutes_20210728,minutes,2021-07-28,Powell,min_directive_quote,241,9
minutes_20210728,minutes,2021-07-28,Powell,min_statement_quote,451,17
minutes_20210728,minutes,2021-07-28,Powell,min_vote,132,6
minutes_20210728,minutes,2021-07-28,Powell,min_boilerplate,26,2
minutes_20210922,minutes,2021-09-22,Powell,min_front_matter,603,52
minutes_20210922,minutes,2021-09-22,Powell,min_staff_desk,781,33
minutes_20210922,minutes,2021-09-22,Powell,min_staff,2679,114
minutes_20210922,minutes,2021-09-22,Powell,min_participants,3020,95
minutes_20210922,minutes,2021-09-22,Powell,min_committee,786,23
minutes_20210922,minutes,2021-09-22,Powell,min_directive_quote,241,10
minutes_20210922,minutes,2021-09-22,Powell,min_statement_quote,469,18
minutes_20210922,minutes,2021-09-22,Powell,min_vote,229,9
minutes_20210922,minutes,2021-09-22,Powell,min_boilerplate,26,2
minutes_20211103,minutes,2021-11-03,Powell,min_front_matter,610,54
minutes_20211103,minutes,2021-11-03,Powell,min_staff_desk,963,36
minutes_20211103,minutes,2021-11-03,Powell,min_staff,2488,103
minutes_20211103,minutes,2021-11-03,Powell,min_participants,2235,72
minutes_20211103,minutes,2021-11-03,Powell,min_committee,994,30
minutes_20211103,minutes,2021-11-03,Powell,min_directive_quote,299,11
minutes_20211103,minutes,2021-11-03,Powell,min_statement_quote,588,21
minutes_20211103,minutes,2021-11-03,Powell,min_vote,193,8
minutes_20211103,minutes,2021-11-03,Powell,min_boilerplate,26,2
minutes_20211215,minutes,2021-12-15,Powell,min_front_matter,674,64
minutes_20211215,minutes,2021-12-15,Powell,min_staff_desk,814,32
minutes_20211215,minutes,2021-12-15,Powell,min_special,1464,47
minutes_20211215,minutes,2021-12-15,Powell,min_staff,2544,108
minutes_20211215,minutes,2021-12-15,Powell,min_participants,2204,73
minutes_20211215,minutes,2021-12-15,Powell,min_committee,785,23
minutes_20211215,minutes,2021-12-15,Powell,min_directive_quote,271,10
minutes_20211215,minutes,2021-12-15,Powell,min_statement_quote,487,19
minutes_20211215,minutes,2021-12-15,Powell,min_vote,170,7
minutes_20211215,minutes,2021-12-15,Powell,min_boilerplate,26,2
minutes_20220126,minutes,2022-01-26,Powell,min_front_matter,627,54
minutes_20220126,minutes,2022-01-26,Powell,min_boilerplate,4850,210
minutes_20220126,minutes,2022-01-26,Powell,min_staff_desk,789,30
minutes_20220126,minutes,2022-01-26,Powell,min_special,939,31
minutes_20220126,minutes,2022-01-26,Powell,min_staff,2553,105
minutes_20220126,minutes,2022-01-26,Powell,min_participants,2236,73
minutes_20220126,minutes,2022-01-26,Powell,min_committee,602,20
minutes_20220126,minutes,2022-01-26,Powell,min_directive_quote,271,10
minutes_20220126,minutes,2022-01-26,Powell,min_statement_quote,390,17
minutes_20220126,minutes,2022-01-26,Powell,min_vote,134,7
minutes_20220316,minutes,2022-03-16,Powell,min_front_matter,664,59
minutes_20220316,minutes,2022-03-16,Powell,min_staff_desk,1097,44
minutes_20220316,minutes,2022-03-16,Powell,min_special,1055,30
minutes_20220316,minutes,2022-03-16,Powell,min_staff,2440,100
minutes_20220316,minutes,2022-03-16,Powell,min_participants,2033,66
minutes_20220316,minutes,2022-03-16,Powell,min_committee,482,16
minutes_20220316,minutes,2022-03-16,Powell,min_directive_quote,183,7
minutes_20220316,minutes,2022-03-16,Powell,min_statement_quote,277,12
minutes_20220316,minutes,2022-03-16,Powell,min_vote,176,8
minutes_20220316,minutes,2022-03-16,Powell,min_boilerplate,78,4
minutes_20220504,minutes,2022-05-04,Powell,min_front_matter,579,45
minutes_20220504,minutes,2022-05-04,Powell,min_staff_desk,1134,47
minutes_20220504,minutes,2022-05-04,Powell,min_staff,2366,97
minutes_20220504,minutes,2022-05-04,Powell,min_participants,2144,76
minutes_20220504,minutes,2022-05-04,Powell,min_committee,517,18
minutes_20220504,minutes,2022-05-04,Powell,min_directive_quote,589,22
minutes_20220504,minutes,2022-05-04,Powell,min_statement_quote,326,15
minutes_20220504,minutes,2022-05-04,Powell,min_vote,141,6
minutes_20220504,minutes,2022-05-04,Powell,min_boilerplate,26,2
minutes_20220615,minutes,2022-06-15,Powell,min_front_matter,618,52
minutes_20220615,minutes,2022-06-15,Powell,min_staff_desk,947,34
minutes_20220615,minutes,2022-06-15,Powell,min_staff,2418,99
minutes_20220615,minutes,2022-06-15,Powell,min_participants,2557,87
minutes_20220615,minutes,2022-06-15,Powell,min_committee,556,18
minutes_20220615,minutes,2022-06-15,Powell,min_directive_quote,251,10
minutes_20220615,minutes,2022-06-15,Powell,min_statement_quote,294,14
minutes_20220615,minutes,2022-06-15,Powell,min_vote,210,8
minutes_20220615,minutes,2022-06-15,Powell,min_boilerplate,26,2
minutes_20220727,minutes,2022-07-27,Powell,min_front_matter,603,54
minutes_20220727,minutes,2022-07-27,Powell,min_staff_desk,889,39
minutes_20220727,minutes,2022-07-27,Powell,min_staff,2480,103
minutes_20220727,minutes,2022-07-27,Powell,min_participants,3210,103
minutes_20220727,minutes,2022-07-27,Powell,min_committee,461,16
minutes_20220727,minutes,2022-07-27,Powell,min_directive_quote,359,12
minutes_20220727,minutes,2022-07-27,Powell,min_statement_quote,275,13
minutes_20220727,minutes,2022-07-27,Powell,min_vote,146,6
minutes_20220727,minutes,2022-07-27,Powell,min_boilerplate,26,2
minutes_20220921,minutes,2022-09-21,Powell,min_front_matter,787,83
minutes_20220921,minutes,2022-09-21,Powell,min_staff_desk,753,31
minutes_20220921,minutes,2022-09-21,Powell,min_staff,2392,96
minutes_20220921,minutes,2022-09-21,Powell,min_participants,2707,86
minutes_20220921,minutes,2022-09-21,Powell,min_committee,366,14
minutes_20220921,minutes,2022-09-21,Powell,min_directive_quote,242,9
minutes_20220921,minutes,2022-09-21,Powell,min_statement_quote,275,13
minutes_20220921,minutes,2022-09-21,Powell,min_vote,146,6
minutes_20220921,minutes,2022-09-21,Powell,min_boilerplate,26,2
minutes_20221102,minutes,2022-11-02,Powell,min_front_matter,827,80
minutes_20221102,minutes,2022-11-02,Powell,min_staff_desk,755,32
minutes_20221102,minutes,2022-11-02,Powell,min_staff,2235,94
minutes_20221102,minutes,2022-11-02,Powell,min_participants,2869,91
minutes_20221102,minutes,2022-11-02,Powell,min_committee,503,20
minutes_20221102,minutes,2022-11-02,Powell,min_directive_quote,242,9
minutes_20221102,minutes,2022-11-02,Powell,min_statement_quote,336,15
minutes_20221102,minutes,2022-11-02,Powell,min_vote,146,6
minutes_20221102,minutes,2022-11-02,Powell,min_boilerplate,26,2
minutes_20221214,minutes,2022-12-14,Powell,min_front_matter,834,86
minutes_20221214,minutes,2022-12-14,Powell,min_boilerplate,59,4
minutes_20221214,minutes,2022-12-14,Powell,min_staff_desk,648,29
minutes_20221214,minutes,2022-12-14,Powell,min_staff,2493,104
minutes_20221214,minutes,2022-12-14,Powell,min_participants,2527,81
minutes_20221214,minutes,2022-12-14,Powell,min_committee,439,18
minutes_20221214,minutes,2022-12-14,Powell,min_directive_quote,243,9
minutes_20221214,minutes,2022-12-14,Powell,min_statement_quote,337,15
minutes_20221214,minutes,2022-12-14,Powell,min_vote,148,6
minutes_20230201,minutes,2023-02-01,Powell,min_front_matter,842,84
minutes_20230201,minutes,2023-02-01,Powell,min_boilerplate,699,36
minutes_20230201,minutes,2023-02-01,Powell,min_staff_desk,645,25
minutes_20230201,minutes,2023-02-01,Powell,min_staff,2706,112
minutes_20230201,minutes,2023-02-01,Powell,min_participants,2598,83
minutes_20230201,minutes,2023-02-01,Powell,min_committee,389,17
minutes_20230201,minutes,2023-02-01,Powell,min_directive_quote,243,9
minutes_20230201,minutes,2023-02-01,Powell,min_statement_quote,295,14
minutes_20230201,minutes,2023-02-01,Powell,min_vote,145,6
minutes_20230322,minutes,2023-03-22,Powell,min_front_matter,868,87
minutes_20230322,minutes,2023-03-22,Powell,min_staff_desk,589,26
minutes_20230322,minutes,2023-03-22,Powell,min_staff,2258,93
minutes_20230322,minutes,2023-03-22,Powell,min_participants,2489,84
minutes_20230322,minutes,2023-03-22,Powell,min_committee,434,18
minutes_20230322,minutes,2023-03-22,Powell,min_directive_quote,216,9
minutes_20230322,minutes,2023-03-22,Powell,min_statement_quote,327,17
minutes_20230322,minutes,2023-03-22,Powell,min_vote,143,6
minutes_20230322,minutes,2023-03-22,Powell,min_boilerplate,25,1
minutes_20230503,minutes,2023-05-03,Powell,min_front_matter,818,89
minutes_20230503,minutes,2023-05-03,Powell,min_staff_desk,697,30
minutes_20230503,minutes,2023-05-03,Powell,min_staff,3029,113
minutes_20230503,minutes,2023-05-03,Powell,min_participants,2538,92
minutes_20230503,minutes,2023-05-03,Powell,min_committee,399,18
minutes_20230503,minutes,2023-05-03,Powell,min_directive_quote,216,9
minutes_20230503,minutes,2023-05-03,Powell,min_statement_quote,293,16
minutes_20230503,minutes,2023-05-03,Powell,min_vote,143,6
minutes_20230503,minutes,2023-05-03,Powell,min_boilerplate,23,1
minutes_20230614,minutes,2023-06-14,Powell,min_front_matter,764,81
minutes_20230614,minutes,2023-06-14,Powell,min_staff_desk,667,28
minutes_20230614,minutes,2023-06-14,Powell,min_staff,2313,96
minutes_20230614,minutes,2023-06-14,Powell,min_participants,2260,75
minutes_20230614,minutes,2023-06-14,Powell,min_committee,409,18
minutes_20230614,minutes,2023-06-14,Powell,min_directive_quote,216,9
minutes_20230614,minutes,2023-06-14,Powell,min_statement_quote,303,16
minutes_20230614,minutes,2023-06-14,Powell,min_vote,128,6
minutes_20230614,minutes,2023-06-14,Powell,min_boilerplate,23,1
minutes_20230726,minutes,2023-07-26,Powell,min_front_matter,723,76
minutes_20230726,minutes,2023-07-26,Powell,min_staff_desk,630,22
minutes_20230726,minutes,2023-07-26,Powell,min_staff,2475,106
minutes_20230726,minutes,2023-07-26,Powell,min_participants,1916,64
minutes_20230726,minutes,2023-07-26,Powell,min_committee,394,17
minutes_20230726,minutes,2023-07-26,Powell,min_directive_quote,217,9
minutes_20230726,minutes,2023-07-26,Powell,min_statement_quote,296,16
minutes_20230726,minutes,2023-07-26,Powell,min_vote,143,6
minutes_20230726,minutes,2023-07-26,Powell,min_boilerplate,23,1
minutes_20230920,minutes,2023-09-20,Powell,min_front_matter,744,81
minutes_20230920,minutes,2023-09-20,Powell,min_staff_desk,663,26
minutes_20230920,minutes,2023-09-20,Powell,min_staff,1862,82
minutes_20230920,minutes,2023-09-20,Powell,min_participants,2260,79
minutes_20230920,minutes,2023-09-20,Powell,min_committee,412,17
minutes_20230920,minutes,2023-09-20,Powell,min_directive_quote,217,9
minutes_20230920,minutes,2023-09-20,Powell,min_statement_quote,298,16
minutes_20230920,minutes,2023-09-20,Powell,min_vote,150,6
minutes_20230920,minutes,2023-09-20,Powell,min_boilerplate,24,1
minutes_20231101,minutes,2023-11-01,Powell,min_front_matter,799,84
minutes_20231101,minutes,2023-11-01,Powell,min_staff_desk,622,24
minutes_20231101,minutes,2023-11-01,Powell,min_staff,2120,98
minutes_20231101,minutes,2023-11-01,Powell,min_participants,2299,80
minutes_20231101,minutes,2023-11-01,Powell,min_committee,395,16
minutes_20231101,minutes,2023-11-01,Powell,min_directive_quote,217,9
minutes_20231101,minutes,2023-11-01,Powell,min_statement_quote,304,16
minutes_20231101,minutes,2023-11-01,Powell,min_vote,148,6
minutes_20231101,minutes,2023-11-01,Powell,min_boilerplate,23,1
minutes_20231213,minutes,2023-12-13,Powell,min_front_matter,726,76
minutes_20231213,minutes,2023-12-13,Powell,min_staff_desk,661,26
minutes_20231213,minutes,2023-12-13,Powell,min_staff,2010,82
minutes_20231213,minutes,2023-12-13,Powell,min_participants,2236,77
minutes_20231213,minutes,2023-12-13,Powell,min_committee,561,20
minutes_20231213,minutes,2023-12-13,Powell,min_directive_quote,217,9
minutes_20231213,minutes,2023-12-13,Powell,min_statement_quote,315,16
minutes_20231213,minutes,2023-12-13,Powell,min_vote,148,6
minutes_20231213,minutes,2023-12-13,Powell,min_boilerplate,25,1
minutes_20240131,minutes,2024-01-31,Powell,min_front_matter,777,82
minutes_20240131,minutes,2024-01-31,Powell,min_boilerplate,639,37
minutes_20240131,minutes,2024-01-31,Powell,min_staff_desk,579,25
minutes_20240131,minutes,2024-01-31,Powell,min_staff,2024,91
minutes_20240131,minutes,2024-01-31,Powell,min_participants,2262,79
minutes_20240131,minutes,2024-01-31,Powell,min_committee,598,21
minutes_20240131,minutes,2024-01-31,Powell,min_directive_quote,217,9
minutes_20240131,minutes,2024-01-31,Powell,min_statement_quote,292,14
minutes_20240131,minutes,2024-01-31,Powell,min_vote,150,6
minutes_20240320,minutes,2024-03-20,Powell,min_front_matter,876,95
minutes_20240320,minutes,2024-03-20,Powell,min_staff_desk,792,34
minutes_20240320,minutes,2024-03-20,Powell,min_special,904,30
minutes_20240320,minutes,2024-03-20,Powell,min_staff,2004,92
minutes_20240320,minutes,2024-03-20,Powell,min_participants,1741,58
minutes_20240320,minutes,2024-03-20,Powell,min_committee,366,16
minutes_20240320,minutes,2024-03-20,Powell,min_directive_quote,217,9
minutes_20240320,minutes,2024-03-20,Powell,min_statement_quote,286,14
minutes_20240320,minutes,2024-03-20,Powell,min_vote,152,6
minutes_20240320,minutes,2024-03-20,Powell,min_boilerplate,23,1
minutes_20240501,minutes,2024-05-01,Powell,min_front_matter,796,86
minutes_20240501,minutes,2024-05-01,Powell,min_staff_desk,749,34
minutes_20240501,minutes,2024-05-01,Powell,min_staff,1934,80
minutes_20240501,minutes,2024-05-01,Powell,min_participants,2406,84
minutes_20240501,minutes,2024-05-01,Powell,min_committee,467,19
minutes_20240501,minutes,2024-05-01,Powell,min_directive_quote,300,11
minutes_20240501,minutes,2024-05-01,Powell,min_statement_quote,367,17
minutes_20240501,minutes,2024-05-01,Powell,min_vote,150,6
minutes_20240501,minutes,2024-05-01,Powell,min_boilerplate,23,1
minutes_20240612,minutes,2024-06-12,Powell,min_front_matter,801,85
minutes_20240612,minutes,2024-06-12,Powell,min_staff_desk,768,33
minutes_20240612,minutes,2024-06-12,Powell,min_staff,1889,81
minutes_20240612,minutes,2024-06-12,Powell,min_participants,2032,70
minutes_20240612,minutes,2024-06-12,Powell,min_committee,391,17
minutes_20240612,minutes,2024-06-12,Powell,min_directive_quote,227,9
minutes_20240612,minutes,2024-06-12,Powell,min_statement_quote,300,15
minutes_20240612,minutes,2024-06-12,Powell,min_vote,150,6
minutes_20240612,minutes,2024-06-12,Powell,min_boilerplate,25,1
minutes_20240731,minutes,2024-07-31,Powell,min_front_matter,47,1
minutes_20240731,minutes,2024-07-31,Powell,min_staff_desk,597,24
minutes_20240731,minutes,2024-07-31,Powell,min_staff,1943,88
minutes_20240731,minutes,2024-07-31,Powell,min_participants,2165,78
minutes_20240731,minutes,2024-07-31,Powell,min_committee,512,20
minutes_20240731,minutes,2024-07-31,Powell,min_directive_quote,227,9
minutes_20240731,minutes,2024-07-31,Powell,min_statement_quote,306,15
minutes_20240731,minutes,2024-07-31,Powell,min_vote,161,8
minutes_20240731,minutes,2024-07-31,Powell,min_boilerplate,780,87
minutes_20240918,minutes,2024-09-18,Powell,min_front_matter,47,1
minutes_20240918,minutes,2024-09-18,Powell,min_staff_desk,851,29
minutes_20240918,minutes,2024-09-18,Powell,min_staff,1755,78
minutes_20240918,minutes,2024-09-18,Powell,min_participants,2102,71
minutes_20240918,minutes,2024-09-18,Powell,min_committee,412,16
minutes_20240918,minutes,2024-09-18,Powell,min_directive_quote,225,9
minutes_20240918,minutes,2024-09-18,Powell,min_statement_quote,289,13
minutes_20240918,minutes,2024-09-18,Powell,min_vote,233,9
minutes_20240918,minutes,2024-09-18,Powell,min_boilerplate,730,82
