doc_id,doc_type,date,chair,layer,n_tokens,n_sents
speech_bernanke_20120724a,speech,2012-07-24,Bernanke,speech_chair,746,32
speech_bernanke_20120806a,speech,2012-08-06,Bernanke,speech_chair,1376,47
speech_bernanke_20120807a,speech,2012-08-07,Bernanke,speech_chair,1165,53
speech_bernanke_20120831a,speech,2012-08-31,Bernanke,speech_chair,4630,159
speech_bernanke_20121001a,speech,2012-10-01,Bernanke,speech_chair,4449,180
speech_bernanke_20121014a,speech,2012-10-14,Bernanke,speech_chair,1670,62
speech_bernanke_20121115a,speech,2012-11-15,Bernanke,speech_chair,3558,133
speech_bernanke_20121120a,speech,2012-11-20,Bernanke,speech_chair,3857,131
speech_bernanke_20130301a,speech,2013-03-01,Bernanke,speech_chair,4322,147
speech_bernanke_20130325a,speech,2013-03-25,Bernanke,speech_chair,2063,76
speech_bernanke_20130408a,speech,2013-04-08,Bernanke,speech_chair,3879,140
speech_bernanke_20130412a,speech,2013-04-12,Bernanke,speech_chair,3221,137
speech_bernanke_20130510a,speech,2013-05-10,Bernanke,speech_chair,3819,137
speech_bernanke_20130518a,speech,2013-05-18,Bernanke,speech_chair,2486,98
speech_bernanke_20130602a,speech,2013-06-02,Bernanke,speech_chair,1835,91
speech_bernanke_20130710a,speech,2013-07-10,Bernanke,speech_chair,4094,146
speech_bernanke_20131002a,speech,2013-10-02,Bernanke,speech_chair,1119,44
speech_bernanke_20131014a,speech,2013-10-14,Bernanke,speech_chair,1371,48
speech_bernanke_20131108a,speech,2013-11-08,Bernanke,speech_chair,2034,72
speech_bernanke_20131113a,speech,2013-11-13,Bernanke,speech_chair,1244,50
speech_bernanke_20131114a,speech,2013-11-14,Bernanke,speech_chair,543,22
speech_bernanke_20131119a,speech,2013-11-19,Bernanke,speech_chair,4851,157
speech_bernanke_20131216a,speech,2013-12-16,Bernanke,speech_chair,1293,45
speech_bernanke_20131216b,speech,2013-12-16,Bernanke,speech_chair,815,27
speech_bernanke_20140103a,speech,2014-01-03,Bernanke,speech_chair,5507,195
speech_powell_20180213a,speech,2018-02-13,Powell,speech_chair,699,36
speech_powell_20180406a,speech,2018-04-06,Powell,speech_chair,3685,157
speech_powell_20180508a,speech,2018-05-08,Powell,speech_chair,1254,52
speech_powell_20180525a,speech,2018-05-25,Powell,speech_chair,1685,75
speech_powell_20180620a,speech,2018-06-20,Powell,speech_chair,1388,70
speech_powell_20180824a,speech,2018-08-24,Powell,speech_chair,3523,151
speech_powell_20180927a,speech,2018-09-27,Powell,speech_chair,508,29
speech_powell_20181002a,speech,2018-10-02,Powell,speech_chair,3449,152
speech_powell_20181128a,speech,2018-11-28,Powell,speech_chair,3679,170
speech_powell_20181203a,speech,2018-12-03,Powell,speech_chair,834,39
speech_powell_20181206a,speech,2018-12-06,Powell,speech_chair,1151,46
speech_powell_20190206a,speech,2019-02-06,Powell,speech_chair,930,45
speech_powell_20190212a,speech,2019-02-12,Powell,speech_chair,2099,104
speech_powell_20190228b,speech,2019-02-28,Powell,speech_chair,2387,112
speech_powell_20190308a,speech,2019-03-08,Powell,speech_chair,3444,152
speech_powell_20190311a,speech,2019-03-11,Powell,speech_chair,631,22
speech_powell_20190509a,speech,2019-05-09,Powell,speech_chair,777,33
speech_powell_20190520a,speech,2019-05-20,Powell,speech_chair,3017,148
speech_powell_20190604a,speech,2019-06-04,Powell,speech_chair,2186,96
speech_powell_20190625a,speech,2019-06-25,Powell,speech_chair,1376,66
speech_powell_20190709a,speech,2019-07-09,Powell,speech_chair,607,27
speech_powell_20190716a,speech,2019-07-16,Powell,speech_chair,2219,91
speech_powell_20190823a,speech,2019-08-23,Powell,speech_chair,3148,147
speech_powell_20191004a,speech,2019-10-04,Powell,speech_chair,855,42
speech_powell_20191007a,speech,2019-10-07,Powell,speech_chair,754,36
speech_powell_20191008a,speech,2019-10-08,Powell,speech_chair,3219,138
speech_powell_20191009a,speech,2019-10-09,Powell,speech_chair,677,33
speech_powell_20191125a,speech,2019-11-25,Powell,speech_chair,2334,106
speech_powell_20200409a,speech,2020-04-09,Powell,speech_chair,928,39
speech_powell_20200513a,speech,2020-05-13,Powell,speech_chair,1225,57
speech_powell_20200521a,speech,2020-05-21,Powell,speech_chair,508,27
speech_powell_20200619a,speech,2020-06-19,Powell,speech_chair,528,29
speech_powell_20200827a,speech,2020-08-27,Powell,speech_chair,3247,136
speech_powell_20201006a,speech,2020-10-06,Powell,speech_chair,2119,97
speech_powell_20210210a,speech,2021-02-10,Powell,speech_chair,2338,101
speech_powell_20210318a,speech,2021-03-18,Powell,speech_chair,773,29
speech_powell_20210503a,speech,2021-05-03,Powell,speech_chair,1168,60
speech_powell_20210817a,speech,2021-08-17,Powell,speech_chair,654,36
speech_powell_20210827a,speech,2021-08-27,Powell,speech_chair,2843,129
speech_powell_20210924a,speech,2021-09-24,Powell,speech_chair,401,18
speech_powell_20211108a,speech,2021-11-08,Powell,speech_chair,636,31
speech_powell_20211109a,speech,2021-11-09,Powell,speech_chair,1001,41
speech_powell_20211129a,speech,2021-11-29,Powell,speech_chair,457,13
speech_powell_20220321a,speech,2022-03-21,Powell,speech_chair,2575,120
speech_powell_20220524a,speech,2022-05-24,Powell,speech_chair,611,25
speech_powell_20220617a,speech,2022-06-17,Powell,speech_chair,854,40
speech_powell_20220826a,speech,2022-08-26,Powell,speech_chair,1315,63
speech_powell_20220928a,speech,2022-09-28,Powell,speech_chair,413,19
speech_powell_20221130a,speech,2022-11-30,Powell,speech_chair,2405,112
speech_powell_20230110a,speech,2023-01-10,Powell,speech_chair,613,28
speech_powell_20230629a,speech,2023-06-29,Powell,speech_chair,1650,81
speech_powell_20230825a,speech,2023-08-25,Powell,speech_chair,2114,104
speech_powell_20230928a,speech,2023-09-28,Powell,speech_chair,716,34
speech_powell_20231019a,speech,2023-10-19,Powell,speech_chair,990,46
speech_powell_20231025a,speech,2023-10-25,Powell,speech_chair,892,46
speech_powell_20231108a,speech,2023-11-08,Powell,speech_chair,905,42
speech_powell_20231109a,speech,2023-11-09,Powell,speech_chair,1682,72
speech_powell_20231201a,speech,2023-12-01,Powell,speech_chair,1263,51
speech_powell_20240403a,speech,2024-04-03,Powell,speech_chair,1357,69
speech_powell_20240519a,speech,2024-05-19,Powell,speech_chair,1785,103
speech_powell_20240823a,speech,2024-08-23,Powell,speech_chair,2361,124
speech_powell_20240926a,speech,2024-09-26,Powell,speech_chair,448,20
speech_powell_20240930a,speech,2024-09-30,Powell,speech_chair,872,51
speech_powell_20241114a,speech,2024-11-14,Powell,speech_chair,952,49
speech_powell_20250307a,speech,2025-03-07,Powell,speech_chair,931,51
speech_powell_20250404a,speech,2025-04-04,Powell,speech_chair,903,50
speech_powell_20250416a,speech,2025-04-16,Powell,speech_chair,846,44
speech_powell_20250515a,speech,2025-05-15,Powell,speech_chair,1941,91
speech_powell_20250525a,speech,2025-05-25,Powell,speech_chair,1697,109
speech_powell_20250602a,speech,2025-06-02,Powell,speech_chair,1303,61
speech_powell_20250722a,speech,2025-07-22,Powell,speech_chair,465,27
speech_powell_20250822a,speech,2025-08-22,Powell,speech_chair,3257,146
speech_powell_20250923a,speech,2025-09-23,Powell,speech_chair,1198,65
speech_powell_20251009a,speech,2025-10-09,Powell,speech_chair,259,15
speech_powell_20251014a,speech,2025-10-14,Powell,speech_chair,2608,125
speech_powell_20251201a,speech,2025-12-01,Powell,speech_chair,644,35
speech_powell_20260111a,speech,2026-01-11,Powell,speech_chair,307,15
speech_powell_20260321a,speech,2026-03-21,Powell,speech_chair,436,19
speech_powell_20260531a,speech,2026-05-31,Powell,speech_chair,1097,62
speech_yellen_20140305a,speech,2014-03-05,Yellen,speech_chair,844,39
speech_yellen_20140325a,speech,2014-03-25,Yellen,speech_chair,576,23
speech_yellen_20140331a,speech,2014-03-31,Yellen,speech_chair,3838,159
speech_yellen_20140415a,speech,2014-04-15,Yellen,speech_chair,1023,38
speech_yellen_20140416a,speech,2014-04-16,Yellen,speech_chair,3886,146
speech_yellen_20140501a,speech,2014-05-01,Yellen,speech_chair,2593,95
speech_yellen_20140515a,speech,2014-05-15,Yellen,speech_chair,531,18
speech_yellen_20140521a,speech,2014-05-21,Yellen,speech_chair,950,51
speech_yellen_20140702a,speech,2014-07-02,Yellen,speech_chair,3870,127
speech_yellen_20140822a,speech,2014-08-22,Yellen,speech_chair,3679,122
speech_yellen_20140918a,speech,2014-09-18,Yellen,speech_chair,681,28
speech_yellen_20141017a,speech,2014-10-17,Yellen,speech_chair,4393,164
speech_yellen_20141030a,speech,2014-10-30,Yellen,speech_chair,986,34
speech_yellen_20141107a,speech,2014-11-07,Yellen,speech_chair,1377,56
speech_yellen_20150303a,speech,2015-03-03,Yellen,speech_chair,3638,139
speech_yellen_20150327a,speech,2015-03-27,Yellen,speech_chair,4357,137
speech_yellen_20150402a,speech,2015-04-02,Yellen,speech_chair,1260,46
speech_yellen_20150506a,speech,2015-05-06,Yellen,speech_chair,1966,91
speech_yellen_20150522a,speech,2015-05-22,Yellen,speech_chair,3253,136
speech_yellen_20150710a,speech,2015-07-10,Yellen,speech_chair,3827,147
speech_yellen_20150924a,speech,2015-09-24,Yellen,speech_chair,5620,180
speech_yellen_20150930a,speech,2015-09-30,Yellen,speech_chair,1135,39
speech_yellen_20151020a,speech,2015-10-20,Yellen,speech_chair,819,30
speech_yellen_20151112a,speech,2015-11-12,Yellen,speech_chair,617,26
speech_yellen_20151202a,speech,2015-12-02,Yellen,speech_chair,3732,128
speech_yellen_20160329a,speech,2016-03-29,Yellen,speech_chair,3643,128
speech_yellen_20160606a,speech,2016-06-06,Yellen,speech_chair,4020,166
speech_yellen_20160826a,speech,2016-08-26,Yellen,speech_chair,4029,152
speech_yellen_20160929a,speech,2016-09-29,Yellen,speech_chair,832,31
speech_yellen_20161014a,speech,2016-10-14,Yellen,speech_chair,3205,109
speech_yellen_20161219a,speech,2016-12-19,Yellen,speech_chair,1781,84
speech_yellen_20170112a,speech,2017-01-12,Yellen,speech_chair,1127,47
speech_yellen_20170118a,speech,2017-01-18,Yellen,speech_chair,2996,141
speech_yellen_20170119a,speech,2017-01-19,Yellen,speech_chair,4117,144
speech_yellen_20170303a,speech,2017-03-03,Yellen,speech_chair,3930,126
speech_yellen_20170323a,speech,2017-03-23,Yellen,speech_chair,1474,57
speech_yellen_20170328a,speech,2017-03-28,Yellen,speech_chair,2507,98
speech_yellen_20170505a,speech,2017-05-05,Yellen,speech_chair,4759,174
speech_yellen_20170825a,speech,2017-08-25,Yellen,speech_chair,3987,140
speech_yellen_20170926a,speech,2017-09-26,Yellen,speech_chair,5133,176
speech_yellen_20171004a,speech,2017-10-04,Yellen,speech_chair,580,18
speech_yellen_20171015a,speech,2017-10-15,Yellen,speech_chair,1669,66
speech_yellen_20171020a,speech,2017-10-20,Yellen,speech_chair,3236,104
speech_yellen_20171107a,speech,2017-11-07,Yellen,speech_chair,864,32
