inflation,employment,tightening,accommodation,lm_neg,lm_pos,sw_hawk_minus_dove,sw_hawk_score,sw_dove_score,n_tokens,doc_id,doc_type,date
0.0,0.0,0.0,1.641,11.485,13.946,-2.872,5.742,8.614,1219,speech_powell_20231025a,speech,2023-10-25
0.0,0.0,0.0,0.0,8.602,15.054,-3.226,4.301,7.527,930,speech_powell_20231108a,speech,2023-11-08
25.855,5.697,7.888,2.629,26.731,13.146,32.21,47.109,14.899,2282,speech_powell_20231109a,speech,2023-11-09
17.22,6.15,10.455,1.23,17.835,23.37,17.527,36.593,19.065,1626,speech_powell_20231201a,speech,2023-12-01
11.486,7.432,2.027,3.378,6.757,17.568,-2.703,16.892,19.594,1480,speech_powell_20240403a,speech,2024-04-03
0.0,0.0,1.631,1.088,10.332,12.507,-0.544,6.797,7.341,1839,speech_powell_20240519a,speech,2024-05-19
30.351,18.637,5.325,1.597,21.832,9.585,21.565,46.592,25.027,3756,speech_powell_20240823a,speech,2024-08-23
1.751,0.0,1.751,0.0,5.254,7.005,2.626,6.129,3.502,571,speech_powell_20240926a,speech,2024-09-26
26.286,25.143,5.714,3.429,12.571,19.429,-0.001,38.285,38.286,875,speech_powell_20240930a,speech,2024-09-30
25.853,20.683,5.171,4.137,14.478,22.751,2.067,38.263,36.196,967,speech_powell_20241114a,speech,2024-11-14
18.908,15.756,2.101,2.101,9.454,12.605,1.576,25.736,24.16,952,speech_powell_20250307a,speech,2025-03-07
28.23,16.287,3.257,0.0,24.973,14.115,20.629,43.974,23.345,921,speech_powell_20250404a,speech,2025-04-04
30.233,17.442,1.163,2.326,19.767,20.93,11.046,41.279,30.233,860,speech_powell_20250416a,speech,2025-04-16
14.503,6.013,3.537,4.599,19.455,8.136,13.087,27.767,14.68,2827,speech_powell_20250515a,speech,2025-05-15
0.0,0.0,0.587,0.587,14.68,15.854,-0.587,7.927,8.514,1703,speech_powell_20250525a,speech,2025-05-25
1.514,0.757,2.271,1.514,12.869,7.57,4.163,10.22,6.056,1321,speech_powell_20250602a,speech,2025-06-02
0.0,0.0,2.105,2.105,2.105,8.421,-3.158,3.157,6.316,475,speech_powell_20250722a,speech,2025-07-22
22.337,16.446,3.682,2.209,23.073,8.591,14.605,37.555,22.951,4074,speech_powell_20250822a,speech,2025-08-22
20.145,11.281,4.835,3.223,21.757,10.475,16.117,35.858,19.742,1241,speech_powell_20250923a,speech,2025-09-23
0.0,0.0,6.27,0.0,6.27,12.539,3.135,9.405,6.269,319,speech_powell_20251009a,speech,2025-10-09
4.226,4.226,3.992,3.757,21.367,7.514,7.161,18.901,11.74,4259,speech_powell_20251014a,speech,2025-10-14
1.241,3.722,1.241,1.241,7.444,17.37,-7.444,6.204,13.648,806,speech_powell_20251201a,speech,2025-12-01
2.778,2.778,5.556,0.0,33.333,13.889,15.278,25.0,9.723,360,speech_powell_20260111a,speech,2026-01-11
12.121,2.02,4.04,0.0,6.061,44.444,-5.05,19.192,24.242,495,speech_powell_20260321a,speech,2026-03-21
0.805,0.805,0.0,2.415,12.882,22.544,-7.246,7.246,14.492,1242,speech_powell_20260531a,speech,2026-05-31
1.176,2.353,0.0,1.176,18.824,28.235,-7.058,10.588,17.646,850,speech_yellen_20140305a,speech,2014-03-05
0.0,1.754,7.018,0.0,3.509,28.07,-7.017,8.772,15.789,570,speech_yellen_20140325a,speech,2014-03-25
2.211,26.781,2.457,3.686,34.398,15.233,-16.216,21.867,38.084,4070,speech_yellen_20140331a,speech,2014-03-31
0.0,0.0,4.647,1.859,21.375,20.446,3.252,15.335,12.082,1076,speech_yellen_20140415a,speech,2014-04-15
10.613,16.706,1.769,3.538,23.192,6.879,0.295,23.978,23.683,5088,speech_yellen_20140416a,speech,2014-04-16
0.0,0.0,2.188,0.625,18.131,13.754,3.752,11.254,7.502,3199,speech_yellen_20140501a,speech,2014-05-01
1.799,23.381,1.799,5.396,16.187,28.777,-31.474,11.692,43.166,556,speech_yellen_20140515a,speech,2014-05-15
0.0,1.043,0.0,0.0,29.197,9.385,8.863,14.598,5.736,959,speech_yellen_20140521a,speech,2014-05-21
6.543,4.089,4.089,1.84,34.553,21.264,11.348,27.909,16.561,4891,speech_yellen_20140702a,speech,2014-07-02
9.7,35.505,2.928,2.562,35.505,8.419,-11.896,30.381,42.276,5464,speech_yellen_20140822a,speech,2014-08-22
0.0,0.0,0.0,8.633,30.216,8.633,2.159,15.108,12.949,695,speech_yellen_20140918a,speech,2014-09-18
3.22,1.227,3.067,3.833,11.653,16.406,-1.149,12.114,13.263,6522,speech_yellen_20141017a,speech,2014-10-17
0.0,2.022,2.022,1.011,23.256,22.245,-0.505,13.65,14.155,989,speech_yellen_20141030a,speech,2014-10-30
2.685,4.027,5.369,12.752,36.242,10.738,4.027,26.175,22.148,1490,speech_yellen_20141107a,speech,2014-11-07
0.0,0.0,4.429,0.466,26.34,18.415,7.926,17.599,9.673,4290,speech_yellen_20150303a,speech,2015-03-03
12.373,9.676,6.028,5.552,22.843,9.835,9.677,29.822,20.145,6304,speech_yellen_20150327a,speech,2015-03-27
0.0,1.483,0.741,1.483,14.085,19.274,-4.82,7.784,12.603,1349,speech_yellen_20150402a,speech,2015-04-02
0.0,0.668,5.007,2.003,34.713,13.017,13.184,22.364,9.18,2996,speech_yellen_20150506a,speech,2015-05-06
9.976,10.515,3.235,3.235,26.692,22.648,1.483,26.557,25.074,3709,speech_yellen_20150522a,speech,2015-05-22
11.686,19.079,3.339,5.724,25.996,12.879,-3.22,28.023,31.242,4193,speech_yellen_20150710a,speech,2015-07-10
42.349,8.279,3.902,2.76,23.791,8.47,42.872,58.146,15.274,10508,speech_yellen_20150924a,speech,2015-09-24
0.0,0.0,0.826,0.0,17.355,12.397,3.305,9.504,6.199,1210,speech_yellen_20150930a,speech,2015-09-30
4.89,17.115,2.445,2.445,15.892,23.227,-15.892,15.281,31.173,818,speech_yellen_20151020a,speech,2015-10-20
1.613,1.613,1.613,3.226,20.968,12.903,2.419,13.71,11.291,620,speech_yellen_20151112a,speech,2015-11-12
13.794,10.297,5.051,5.246,14.96,9.909,5.827,26.325,20.498,5147,speech_yellen_20151202a,speech,2015-12-02
17.655,6.943,3.571,5.554,20.036,11.109,13.193,31.244,18.052,5041,speech_yellen_20160329a,speech,2016-03-29
11.813,13.876,3.375,6.0,24.377,20.251,-2.625,27.377,30.002,5333,speech_yellen_20160606a,speech,2016-06-06
5.436,3.106,3.417,6.833,24.383,9.163,6.524,21.044,14.521,6439,speech_yellen_20160826a,speech,2016-08-26
0.0,3.472,2.315,2.315,2.315,23.148,-13.889,3.473,17.361,864,speech_yellen_20160929a,speech,2016-09-29
11.222,4.489,3.527,1.763,26.611,5.931,18.837,28.054,9.217,6238,speech_yellen_20161014a,speech,2016-10-14
0.463,6.019,2.778,1.852,12.963,24.074,-10.186,9.723,19.908,2160,speech_yellen_20161219a,speech,2016-12-19
0.0,3.422,1.711,0.855,7.699,15.398,-6.415,5.561,11.976,1169,speech_yellen_20170112a,speech,2017-01-12
12.43,8.832,2.944,6.215,24.861,13.412,6.051,27.804,21.753,3057,speech_yellen_20170118a,speech,2017-01-18
10.51,13.138,3.246,4.173,19.32,10.046,1.082,23.416,22.334,6470,speech_yellen_20170119a,speech,2017-01-19
12.767,7.704,4.402,8.805,23.993,11.006,7.154,29.166,22.012,4543,speech_yellen_20170303a,speech,2017-03-03
0.0,5.215,0.0,0.652,15.645,20.209,-8.149,7.822,15.971,1534,speech_yellen_20170323a,speech,2017-03-23
0.0,15.889,0.757,5.549,13.619,14.628,-21.185,7.566,28.752,3965,speech_yellen_20170328a,speech,2017-03-28
0.0,11.474,3.383,1.618,13.386,15.152,-10.592,10.076,20.668,6798,speech_yellen_20170505a,speech,2017-05-05
0.889,0.296,3.556,2.667,31.412,13.928,10.224,20.151,9.927,6749,speech_yellen_20170825a,speech,2017-08-25
32.764,14.042,1.989,1.989,18.371,5.617,25.099,43.938,18.839,8546,speech_yellen_20170926a,speech,2017-09-26
0.0,0.0,3.205,3.205,9.615,14.423,-2.404,8.012,10.416,624,speech_yellen_20171004a,speech,2017-10-04
21.336,12.353,3.93,1.684,16.283,16.283,11.229,33.407,22.178,1781,speech_yellen_20171015a,speech,2017-10-15
1.843,1.843,7.832,11.288,22.345,6.22,4.607,20.848,16.241,4341,speech_yellen_20171020a,speech,2017-10-20
0.0,3.367,1.122,0.0,17.957,12.346,0.561,10.101,9.54,891,speech_yellen_20171107a,speech,2017-11-07
