doc_id,doc_type,date,chair,n_tokens,modal_count,epistemic_count,msi_modal_density,msi_epistemic_density,msi_total_density,msi_avg_modal_strength,msi_avg_epistemic_strength,msi_signed_per_1000
transcript_20210616,press_conf_transcript,2021-06-16,Powell,11061,235,61,16.68,3.544,20.224,0.785,0.643,15.55
transcript_20210728,press_conf_transcript,2021-07-28,Powell,10192,196,49,13.972,3.042,17.013,0.727,0.633,9.812
transcript_20210922,press_conf_transcript,2021-09-22,Powell,9590,165,42,13.379,2.941,16.319,0.778,0.671,12.617
transcript_20211103,press_conf_transcript,2021-11-03,Powell,10133,191,74,14.764,4.372,19.135,0.783,0.599,12.435
transcript_20211215,press_conf_transcript,2021-12-15,Powell,11179,209,64,14.062,4.079,18.141,0.752,0.713,11.718
transcript_20220126,press_conf_transcript,2022-01-26,Powell,10013,187,59,14.431,3.595,18.027,0.773,0.61,12.584
transcript_20220316,press_conf_transcript,2022-03-16,Powell,9492,155,75,13.011,4.994,18.005,0.797,0.632,13.38
transcript_20220504,press_conf_transcript,2022-05-04,Powell,8532,147,51,13.408,3.833,17.241,0.778,0.641,11.721
transcript_20220615,press_conf_transcript,2022-06-15,Powell,9956,154,56,11.581,3.807,15.388,0.749,0.677,10.647
transcript_20220727,press_conf_transcript,2022-07-27,Powell,10236,176,62,13.277,3.527,16.803,0.772,0.582,9.086
transcript_20220921,press_conf_transcript,2022-09-21,Powell,7582,127,41,12.873,3.746,16.618,0.769,0.693,11.87
transcript_20221102,press_conf_transcript,2022-11-02,Powell,8226,135,34,13.482,2.492,15.974,0.821,0.603,10.698
transcript_20221214,press_conf_transcript,2022-12-14,Powell,8200,143,58,14.463,4.768,19.232,0.829,0.674,15.122
transcript_20230201,press_conf_transcript,2023-02-01,Powell,8203,153,55,15.787,4.12,19.907,0.846,0.615,13.41
transcript_20230322,press_conf_transcript,2023-03-22,Powell,8008,133,62,12.325,4.695,17.02,0.742,0.606,9.241
transcript_20230503,press_conf_transcript,2023-05-03,Powell,9185,166,46,13.914,2.602,16.516,0.77,0.52,8.928
transcript_20230614,press_conf_transcript,2023-06-14,Powell,9447,161,60,12.956,3.79,16.746,0.76,0.597,9.95
transcript_20230726,press_conf_transcript,2023-07-26,Powell,9752,165,52,13.095,3.158,16.253,0.774,0.592,9.126
transcript_20230920,press_conf_transcript,2023-09-20,Powell,10265,163,70,11.525,4.257,15.782,0.726,0.624,8.475
transcript_20231101,press_conf_transcript,2023-11-01,Powell,9640,154,52,11.162,3.216,14.378,0.699,0.596,6.12
transcript_20231213,press_conf_transcript,2023-12-13,Powell,8375,128,58,12.012,4.454,16.466,0.786,0.643,10.269
transcript_20240131,press_conf_transcript,2024-01-31,Powell,9802,163,50,13.191,3.101,16.293,0.793,0.608,9.386
transcript_20240320,press_conf_transcript,2024-03-20,Powell,8457,151,39,13.716,2.649,16.365,0.768,0.574,10.642
transcript_20240501,press_conf_transcript,2024-05-01,Powell,9062,172,51,15.571,3.498,19.069,0.82,0.622,13.463
transcript_20240612,press_conf_transcript,2024-06-12,Powell,10072,148,42,10.415,2.8,13.215,0.709,0.671,9.234
transcript_20240731,press_conf_transcript,2024-07-31,Powell,9064,133,35,11.673,2.416,14.089,0.795,0.626,9.709
transcript_20240918,press_conf_transcript,2024-09-18,Powell,9224,144,46,11.394,3.48,14.874,0.73,0.698,11.058
transcript_20241107,press_conf_transcript,2024-11-07,Powell,7942,119,42,11.748,3.551,15.298,0.784,0.671,10.577
transcript_20241218,press_conf_transcript,2024-12-18,Powell,10237,134,51,8.977,3.194,12.172,0.686,0.641,6.35
transcript_20250129,press_conf_transcript,2025-01-29,Powell,9487,126,33,9.097,1.876,10.973,0.685,0.539,5.587
transcript_20250319,press_conf_transcript,2025-03-19,Powell,9803,122,49,8.671,3.346,12.017,0.697,0.669,5.713
transcript_20250507,press_conf_transcript,2025-05-07,Powell,9102,164,47,12.558,2.802,15.359,0.697,0.543,6.482
transcript_20250618,press_conf_transcript,2025-06-18,Powell,10045,170,61,12.245,3.206,15.45,0.724,0.528,7.964
transcript_20250730,press_conf_transcript,2025-07-30,Powell,8483,118,40,10.15,3.23,13.38,0.73,0.685,7.662
transcript_20250917,press_conf_transcript,2025-09-17,Powell,9492,115,64,8.987,4.34,13.327,0.742,0.644,7.585
transcript_20251029,press_conf_transcript,2025-10-29,Powell,10000,165,47,11.73,3.16,14.89,0.711,0.672,8.8
transcript_20251210,press_conf_transcript,2025-12-10,Powell,9569,124,41,9.332,2.999,12.331,0.72,0.7,8.151
transcript_20260128,press_conf_transcript,2026-01-28,Powell,8341,121,37,9.459,2.877,12.337,0.652,0.649,4.316
transcript_20260318,press_conf_transcript,2026-03-18,Powell,9115,153,42,12.66,2.732,15.392,0.754,0.593,9.106
transcript_20260429,press_conf_transcript,2026-04-29,Powell,10423,168,31,12.108,1.967,14.075,0.751,0.661,9.498
