doc_id,doc_type,date,chair,n_tokens,n_sents,modal_count,modals_per_1000,epistemic_count,epistemics_per_1000,mod_can,mod_constraintsâwould,mod_contactâwould,mod_could,mod_employmentâwould,mod_help,mod_hispanicsâwould,mod_hospitalityâwould,mod_indebtednessâcould,mod_may,mod_might,mod_must,mod_need,mod_nextâafter,mod_ought,mod_pricesâwould,mod_servicesâwould,mod_shall,mod_should,mod_will,mod_would,mod_’d,mod_’ll,mod_’s
minutes_20181108,minutes,2018-11-08,Powell,8434,270,69,8.181,71,8.418,1,0,0,20,0,0,0,0,0,2,10,0,0,0,0,0,0,0,2,3,31,0,0,0
minutes_20181219,minutes,2018-12-19,Powell,8601,280,72,8.371,71,8.255,0,0,0,25,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,4,33,0,0,0
minutes_20190130,minutes,2019-01-30,Powell,14344,463,145,10.109,84,5.856,1,0,0,24,0,0,0,0,0,27,9,10,0,0,0,0,0,16,2,6,50,0,0,0
minutes_20190320,minutes,2019-03-20,Powell,9805,301,101,10.301,97,9.893,0,0,0,23,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,13,49,0,0,0
minutes_20190501,minutes,2019-05-01,Powell,9559,308,92,9.624,72,7.532,0,0,0,31,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,48,0,0,0
minutes_20190619,minutes,2019-06-19,Powell,8451,274,80,9.466,62,7.336,2,0,0,25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,5,38,0,0,0
minutes_20190731,minutes,2019-07-31,Powell,10913,347,82,7.514,82,7.514,0,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,12,39,0,0,0
minutes_20190918,minutes,2019-09-18,Powell,10872,346,94,8.646,81,7.45,1,0,0,27,0,0,0,0,0,2,7,0,0,0,0,0,0,0,6,7,44,0,0,0
minutes_20191030,minutes,2019-10-30,Powell,12803,424,148,11.56,103,8.045,0,0,0,55,0,0,0,0,0,11,11,0,0,0,0,0,0,0,8,11,52,0,0,0
minutes_20191211,minutes,2019-12-11,Powell,8613,304,73,8.476,56,6.502,3,0,0,24,0,0,0,0,0,5,8,0,0,0,0,0,0,0,1,9,23,0,0,0
minutes_20200129,minutes,2020-01-29,Powell,13349,429,159,11.911,76,5.693,1,0,0,41,0,0,0,0,1,18,12,9,0,0,0,0,0,16,7,10,44,0,0,0
minutes_20200315,minutes,2020-03-15,Powell,10139,331,95,9.37,48,4.734,0,0,0,18,0,0,0,0,0,1,4,0,1,0,0,0,1,0,2,12,56,0,0,0
minutes_20200429,minutes,2020-04-29,Powell,9437,319,104,11.02,54,5.722,2,0,0,24,0,0,0,0,0,8,5,1,0,0,0,0,0,0,6,13,45,0,0,0
minutes_20200610,minutes,2020-06-10,Powell,10225,320,111,10.856,75,7.335,5,0,0,23,0,0,0,0,0,4,11,0,0,0,0,0,0,0,3,12,53,0,0,0
minutes_20200729,minutes,2020-07-29,Powell,9105,315,80,8.786,63,6.919,1,0,0,11,0,0,0,1,0,1,7,0,0,0,0,0,0,0,3,9,47,0,0,0
minutes_20200916,minutes,2020-09-16,Powell,10152,363,102,10.047,86,8.471,2,0,0,23,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,17,55,0,0,0
minutes_20201105,minutes,2020-11-05,Powell,9558,316,93,9.73,75,7.847,1,0,0,26,0,0,0,0,0,1,9,0,0,0,0,0,0,0,5,11,40,0,0,0
minutes_20201216,minutes,2020-12-16,Powell,8352,279,63,7.543,59,7.064,1,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,36,0,0,0
minutes_20210127,minutes,2021-01-27,Powell,12772,429,105,8.221,91,7.125,1,0,0,15,0,0,0,0,0,14,1,10,0,0,0,0,0,16,0,9,39,0,0,0
minutes_20210317,minutes,2021-03-17,Powell,8854,293,72,8.132,68,7.68,2,0,0,22,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,7,35,0,0,0
minutes_20210428,minutes,2021-04-28,Powell,8883,301,81,9.119,71,7.993,2,0,0,30,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,6,33,0,0,0
minutes_20210616,minutes,2021-06-16,Powell,9673,324,93,9.614,100,10.338,1,0,0,21,0,0,0,0,0,2,7,0,0,0,0,0,0,0,4,8,50,0,0,0
minutes_20210728,minutes,2021-07-28,Powell,10702,338,118,11.026,92,8.597,3,0,0,25,0,0,0,0,0,7,8,0,0,0,0,0,0,5,7,8,55,0,0,0
minutes_20210922,minutes,2021-09-22,Powell,8942,303,79,8.835,84,9.394,2,0,0,13,0,0,0,0,0,6,9,0,0,0,0,0,0,0,4,7,38,0,0,0
minutes_20211103,minutes,2021-11-03,Powell,8456,279,77,9.106,72,8.515,2,0,0,10,0,0,0,0,0,1,5,0,0,0,0,0,0,0,8,8,43,0,0,0
minutes_20211215,minutes,2021-12-15,Powell,9546,326,91,9.533,87,9.114,3,0,0,27,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,6,42,0,0,0
minutes_20220126,minutes,2022-01-26,Powell,13688,457,143,10.447,99,7.233,3,0,0,20,0,0,0,0,0,22,3,10,0,0,0,0,0,21,6,13,45,0,0,0
minutes_20220316,minutes,2022-03-16,Powell,8766,294,80,9.126,79,9.012,2,1,0,19,0,0,0,0,0,1,8,1,0,0,0,0,0,0,4,5,39,0,0,0
minutes_20220504,minutes,2022-05-04,Powell,7953,284,68,8.55,80,10.059,2,0,0,11,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,11,36,0,0,0
minutes_20220615,minutes,2022-06-15,Powell,8126,278,61,7.507,82,10.091,3,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,42,0,0,0
minutes_20220727,minutes,2022-07-27,Powell,8695,301,86,9.891,92,10.581,3,0,0,17,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,56,0,0,0
minutes_20220921,minutes,2022-09-21,Powell,7942,266,62,7.807,77,9.695,2,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,42,0,0,0
minutes_20221102,minutes,2022-11-02,Powell,8152,277,66,8.096,51,6.256,3,0,0,16,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,6,35,0,0,0
minutes_20221214,minutes,2022-12-14,Powell,7866,270,51,6.484,66,8.391,2,0,0,8,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,7,30,0,0,0
minutes_20230201,minutes,2023-02-01,Powell,8834,289,71,8.037,80,9.056,3,0,0,18,0,0,1,0,0,1,3,0,0,0,0,0,0,0,3,9,33,0,0,0
minutes_20230322,minutes,2023-03-22,Powell,7606,270,55,7.231,85,11.175,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,10,31,0,0,0
minutes_20230503,minutes,2023-05-03,Powell,8359,289,72,8.613,84,10.049,0,0,0,16,0,0,0,0,0,12,2,0,0,0,0,0,0,0,4,9,29,0,0,0
minutes_20230614,minutes,2023-06-14,Powell,7205,254,51,7.078,91,12.63,0,0,0,12,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,7,26,0,0,0
minutes_20230726,minutes,2023-07-26,Powell,7052,249,54,7.657,71,10.068,0,0,0,15,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,8,23,0,0,0
minutes_20230920,minutes,2023-09-20,Powell,6745,239,60,8.895,64,9.489,0,0,0,13,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,6,29,0,0,0
minutes_20231101,minutes,2023-11-01,Powell,7032,252,55,7.821,70,9.954,0,0,0,19,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,5,21,0,0,0
minutes_20231213,minutes,2023-12-13,Powell,6999,240,63,9.001,61,8.716,0,0,0,8,0,0,0,0,0,10,3,0,0,0,0,0,0,0,2,7,33,0,0,0
minutes_20240131,minutes,2024-01-31,Powell,7695,266,50,6.498,72,9.357,0,0,0,15,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,8,18,0,0,0
minutes_20240320,minutes,2024-03-20,Powell,7445,257,70,9.402,68,9.134,0,0,0,19,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,7,35,0,0,0
minutes_20240501,minutes,2024-05-01,Powell,7289,255,67,9.192,56,7.683,0,0,0,19,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,9,24,0,0,0
minutes_20240612,minutes,2024-06-12,Powell,6693,236,52,7.769,52,7.769,0,0,0,12,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,8,19,0,0,0
minutes_20240731,minutes,2024-07-31,Powell,6848,246,43,6.279,47,6.863,0,0,0,15,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,6,15,0,0,0
minutes_20240918,minutes,2024-09-18,Powell,6851,230,45,6.568,49,7.152,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,23,0,0,0
minutes_20241107,minutes,2024-11-07,Powell,7443,250,44,5.912,64,8.599,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,23,0,0,0
minutes_20241218,minutes,2024-12-18,Powell,7006,240,48,6.851,72,10.277,1,0,0,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,21,0,0,0
minutes_20250129,minutes,2025-01-29,Powell,8307,281,54,6.501,64,7.704,0,0,0,10,1,0,0,0,0,6,6,0,0,0,0,0,0,0,2,5,24,0,0,0
minutes_20250319,minutes,2025-03-19,Powell,7402,250,50,6.755,61,8.241,1,0,0,15,0,0,0,0,0,2,6,0,0,0,0,0,0,0,4,6,16,0,0,0
minutes_20250507,minutes,2025-05-07,Powell,7716,265,57,7.387,55,7.128,1,0,0,23,0,0,0,0,0,1,8,1,0,0,0,0,0,0,3,7,13,0,0,0
minutes_20250618,minutes,2025-06-18,Powell,7179,241,55,7.661,52,7.243,2,0,0,12,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,5,28,0,0,0
minutes_20250730,minutes,2025-07-30,Powell,7213,250,57,7.902,59,8.18,0,0,0,13,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,4,31,0,0,0
minutes_20250917,minutes,2025-09-17,Powell,6467,219,37,5.721,55,8.505,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,20,0,0,0
minutes_20251029,minutes,2025-10-29,Powell,8467,290,81,9.567,68,8.031,0,0,0,23,0,0,0,0,0,8,2,0,0,0,0,0,0,0,6,3,39,0,0,0
minutes_20251210,minutes,2025-12-10,Powell,7792,248,67,8.599,75,9.625,0,0,0,18,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,4,37,0,0,0
minutes_20260128,minutes,2026-01-28,Powell,6711,221,45,6.705,59,8.792,0,0,0,10,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,4,22,0,0,0
minutes_20260318,minutes,2026-03-18,Powell,6195,212,38,6.134,70,11.299,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,0,0,0
minutes_20260429,minutes,2026-04-29,Powell,6981,252,47,6.733,47,6.733,0,0,0,16,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,22,0,0,0
transcript_20110427,press_conf_transcript,2011-04-27,Bernanke,9031,435,165,18.27,71,7.862,36,0,0,5,0,0,0,0,0,7,5,3,0,0,0,0,0,0,10,47,32,5,15,0
transcript_20110622,press_conf_transcript,2011-06-22,Bernanke,7622,376,175,22.96,71,9.315,21,0,0,15,0,0,0,0,0,8,8,0,0,0,0,0,0,0,12,24,61,6,17,3
transcript_20111102,press_conf_transcript,2011-11-02,Bernanke,7646,378,149,19.487,62,8.109,38,0,0,10,0,0,0,0,0,5,6,1,0,0,0,0,0,0,10,32,38,0,7,2
transcript_20120125,press_conf_transcript,2012-01-25,Bernanke,10442,398,209,20.015,96,9.194,23,0,0,19,0,0,0,0,0,8,14,0,0,0,0,0,0,0,18,46,66,3,11,1
transcript_20120425,press_conf_transcript,2012-04-25,Bernanke,7945,384,145,18.25,65,8.181,19,0,0,10,0,0,0,0,0,7,10,2,0,0,2,0,0,0,12,26,43,2,12,0
transcript_20120620,press_conf_transcript,2012-06-20,Bernanke,7502,393,155,20.661,32,4.266,31,0,0,12,0,0,0,0,0,8,13,1,0,0,0,0,0,0,9,20,49,3,9,0
transcript_20120913,press_conf_transcript,2012-09-13,Bernanke,8810,417,187,21.226,37,4.2,32,0,0,17,0,0,0,0,0,6,8,0,0,0,1,0,0,0,5,64,23,6,22,3
transcript_20121212,press_conf_transcript,2012-12-12,Bernanke,12055,555,252,20.904,118,9.788,38,0,0,20,0,0,0,0,0,14,12,0,0,0,0,0,0,0,11,70,63,5,15,4
transcript_20130320,press_conf_transcript,2013-03-20,Bernanke,9314,498,171,18.359,72,7.73,19,0,0,14,0,0,0,0,0,11,15,0,0,0,2,0,0,0,9,36,46,1,14,4
transcript_20130619,press_conf_transcript,2013-06-19,Bernanke,9814,465,146,14.877,78,7.948,14,0,0,15,0,0,0,0,0,9,5,0,0,0,0,0,0,0,7,42,42,4,8,0
transcript_20130918,press_conf_transcript,2013-09-18,Bernanke,9348,408,174,18.614,73,7.809,29,0,0,21,0,0,0,0,0,6,8,0,0,0,0,0,0,0,5,50,43,4,8,0
transcript_20131218,press_conf_transcript,2013-12-18,Bernanke,10971,543,195,17.774,101,9.206,36,0,0,26,0,0,0,0,0,9,10,0,0,0,0,0,0,0,5,55,36,1,14,3
transcript_20140319,press_conf_transcript,2014-03-19,Yellen,8116,345,153,18.852,92,11.336,11,0,0,15,0,0,0,0,0,7,8,0,0,0,0,0,0,0,5,49,46,6,6,0
transcript_20140618,press_conf_transcript,2014-06-18,Yellen,7316,328,141,19.273,59,8.065,15,0,0,15,0,0,0,0,0,7,4,0,0,0,2,0,0,0,6,40,42,5,3,2
transcript_20140917,press_conf_transcript,2014-09-17,Yellen,7553,330,149,19.727,71,9.4,10,0,0,10,0,0,0,0,0,7,7,0,0,0,0,0,0,0,9,61,37,5,1,2
transcript_20141217,press_conf_transcript,2014-12-17,Yellen,7812,389,160,20.481,102,13.057,26,0,0,15,0,0,0,0,0,11,2,0,0,0,0,0,0,0,9,56,31,2,7,1
transcript_20150318,press_conf_transcript,2015-03-18,Yellen,7379,350,161,21.819,80,10.842,24,0,0,16,0,0,0,0,0,4,8,1,0,0,1,0,0,0,7,48,41,5,4,2
transcript_20150617,press_conf_transcript,2015-06-17,Yellen,7803,349,172,22.043,116,14.866,25,0,0,20,0,0,0,0,0,8,4,0,0,0,0,0,0,0,12,62,34,4,2,1
transcript_20150917,press_conf_transcript,2015-09-17,Yellen,7849,363,152,19.366,76,9.683,14,0,0,10,0,0,0,0,0,5,3,0,0,0,0,0,0,0,13,56,42,5,2,2
transcript_20151216,press_conf_transcript,2015-12-16,Yellen,9018,434,177,19.627,77,8.538,5,0,0,15,0,1,0,0,0,7,8,0,0,0,0,0,0,0,10,62,59,5,4,1
transcript_20160316,press_conf_transcript,2016-03-16,Yellen,7819,359,124,15.859,78,9.976,6,0,0,14,0,0,0,0,0,10,2,1,0,0,0,0,0,0,14,33,38,0,4,2
transcript_20160615,press_conf_transcript,2016-06-15,Yellen,7296,318,149,20.422,77,10.554,10,0,0,26,0,0,0,0,0,6,8,0,0,0,0,0,0,0,15,38,42,2,2,0
transcript_20160921,press_conf_transcript,2016-09-21,Yellen,8487,406,140,16.496,65,7.659,22,0,0,17,0,0,0,0,0,5,6,0,0,0,0,0,0,0,11,26,46,3,3,1
transcript_20161214,press_conf_transcript,2016-12-14,Yellen,6844,343,141,20.602,64,9.351,12,0,0,20,0,0,0,0,0,7,11,0,0,0,1,0,0,0,8,28,47,3,2,2
transcript_20170315,press_conf_transcript,2017-03-15,Yellen,7274,391,119,16.36,62,8.524,10,0,0,15,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,27,48,2,3,2
transcript_20170614,press_conf_transcript,2017-06-14,Yellen,7968,375,116,14.558,80,10.04,13,0,0,7,0,0,0,0,0,3,6,0,0,0,1,0,0,0,8,41,31,0,6,0
transcript_20170920,press_conf_transcript,2017-09-20,Yellen,8748,347,201,22.977,63,7.202,15,0,0,25,0,0,0,0,0,10,14,0,0,0,0,0,0,0,14,60,55,4,2,2
transcript_20171213,press_conf_transcript,2017-12-13,Yellen,9272,440,174,18.766,80,8.628,10,0,0,24,0,0,0,0,0,13,8,0,0,0,0,0,0,0,15,34,60,2,4,4
transcript_20180321,press_conf_transcript,2018-03-21,Powell,7638,438,160,20.948,45,5.892,18,0,0,15,0,0,0,0,0,2,7,0,0,0,0,0,0,0,21,17,57,6,15,2
transcript_20180613,press_conf_transcript,2018-06-13,Powell,9448,549,166,17.57,45,4.763,25,0,0,11,0,0,0,0,0,9,5,0,0,0,2,0,0,0,13,45,39,1,14,2
transcript_20180926,press_conf_transcript,2018-09-26,Powell,10399,591,160,15.386,59,5.674,28,0,0,28,0,0,0,0,0,9,3,0,0,0,0,0,0,0,10,17,43,7,11,4
transcript_20181219,press_conf_transcript,2018-12-19,Powell,7708,447,134,17.385,50,6.487,9,0,0,13,0,0,0,0,0,10,8,0,0,0,0,0,0,0,9,36,25,3,21,0
transcript_20190130,press_conf_transcript,2019-01-30,Powell,8267,479,159,19.233,50,6.048,18,0,0,14,0,0,0,0,0,4,6,1,0,0,0,0,0,0,1,32,61,5,15,2
transcript_20190320,press_conf_transcript,2019-03-20,Powell,7889,447,135,17.112,35,4.437,25,0,0,6,0,0,0,0,0,10,4,0,0,0,0,0,0,0,8,35,31,4,12,0
transcript_20190501,press_conf_transcript,2019-05-01,Powell,7017,400,140,19.952,32,4.56,18,0,0,14,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,24,48,9,12,1
transcript_20190619,press_conf_transcript,2019-06-19,Powell,7608,436,121,15.904,37,4.863,6,0,0,16,0,0,0,0,0,7,2,1,0,0,1,0,0,0,5,23,38,5,15,2
transcript_20190731,press_conf_transcript,2019-07-31,Powell,8213,475,136,16.559,34,4.14,19,0,0,10,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,39,29,0,27,2
transcript_20190918,press_conf_transcript,2019-09-18,Powell,9160,502,155,16.921,60,6.55,40,0,0,12,0,0,0,0,0,1,3,0,0,0,0,0,0,0,9,37,25,6,19,3
transcript_20191030,press_conf_transcript,2019-10-30,Powell,8343,499,151,18.099,52,6.233,19,0,0,20,0,0,0,0,0,5,6,1,0,0,0,0,0,0,9,25,55,1,7,3
transcript_20191211,press_conf_transcript,2019-12-11,Powell,9533,516,168,17.623,46,4.825,26,0,0,10,0,0,0,0,0,8,6,0,0,0,0,0,0,0,9,37,45,5,19,3
transcript_20200129,press_conf_transcript,2020-01-29,Powell,9916,552,205,20.674,46,4.639,25,0,0,15,0,0,0,0,0,7,5,0,0,0,1,0,0,0,6,60,47,7,29,3
transcript_20200303,press_conf_transcript,2020-03-03,Powell,2457,163,67,27.269,14,5.698,10,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,31,16,1,2,0
transcript_20200315,press_conf_transcript,2020-03-15,Powell,7557,436,150,19.849,39,5.161,24,0,0,8,0,0,0,0,0,6,3,1,0,0,0,0,0,0,4,53,24,3,21,3
transcript_20200429,press_conf_transcript,2020-04-29,Powell,8422,471,222,26.36,47,5.581,48,0,0,11,0,0,0,0,0,9,8,0,0,0,0,0,0,0,9,77,29,1,28,2
transcript_20200610,press_conf_transcript,2020-06-10,Powell,10833,561,228,21.047,68,6.277,48,0,0,31,0,0,0,0,0,10,11,0,0,0,0,0,0,0,5,51,46,6,14,6
transcript_20200729,press_conf_transcript,2020-07-29,Powell,10464,642,203,19.4,29,2.771,54,0,0,15,0,0,0,0,0,5,12,1,0,0,0,0,0,0,13,47,36,3,13,4
transcript_20200916,press_conf_transcript,2020-09-16,Powell,11354,662,291,25.63,62,5.461,42,0,0,23,0,0,0,0,0,11,5,0,0,0,0,0,0,0,19,79,74,5,24,9
transcript_20201105,press_conf_transcript,2020-11-05,Powell,8788,490,164,18.662,53,6.031,30,0,0,15,0,0,0,0,0,9,6,0,0,0,0,0,0,0,11,38,35,5,11,4
transcript_20201216,press_conf_transcript,2020-12-16,Powell,10642,667,242,22.74,51,4.792,34,0,0,17,0,0,0,0,0,12,10,1,0,0,0,0,0,0,12,59,67,4,22,4
transcript_20210127,press_conf_transcript,2021-01-27,Powell,9819,577,177,18.026,56,5.703,38,0,0,10,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,47,33,5,21,10
transcript_20210317,press_conf_transcript,2021-03-17,Powell,10798,700,241,22.319,55,5.094,33,0,0,23,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,57,50,11,39,10
transcript_20210428,press_conf_transcript,2021-04-28,Powell,10389,642,229,22.043,49,4.717,24,0,0,9,0,0,0,0,0,13,8,0,0,0,0,0,0,0,6,67,70,7,22,3
transcript_20210616,press_conf_transcript,2021-06-16,Powell,11061,643,296,26.761,61,5.515,39,0,0,14,0,0,0,0,0,10,9,0,0,0,0,0,0,0,18,70,75,5,52,4
transcript_20210728,press_conf_transcript,2021-07-28,Powell,10192,641,254,24.922,49,4.808,28,0,0,25,0,0,0,0,0,12,15,0,1,0,0,0,0,0,8,71,36,10,35,13
transcript_20210922,press_conf_transcript,2021-09-22,Powell,9590,617,204,21.272,42,4.38,21,0,0,21,0,0,0,0,0,7,3,0,0,0,0,0,0,0,15,38,60,8,25,6
transcript_20211103,press_conf_transcript,2021-11-03,Powell,10133,617,224,22.106,74,7.303,36,0,0,15,0,0,0,0,0,6,6,0,0,0,0,0,0,0,8,72,48,1,29,3
transcript_20211215,press_conf_transcript,2021-12-15,Powell,11179,658,238,21.29,64,5.725,31,0,0,18,0,0,0,0,0,13,16,0,0,0,0,0,0,0,7,47,77,6,19,4
transcript_20220126,press_conf_transcript,2022-01-26,Powell,10013,640,242,24.169,59,5.892,32,0,0,15,0,0,0,0,0,10,4,0,0,0,0,0,0,0,15,65,46,6,42,7
transcript_20220316,press_conf_transcript,2022-03-16,Powell,9492,638,186,19.595,75,7.901,28,0,0,6,0,0,0,0,0,7,5,0,0,0,1,0,0,0,8,50,50,6,24,1
transcript_20220504,press_conf_transcript,2022-05-04,Powell,8532,573,176,20.628,51,5.977,38,0,0,7,0,0,0,0,0,3,2,0,0,0,0,0,0,0,7,50,40,4,22,3
transcript_20220615,press_conf_transcript,2022-06-15,Powell,9956,584,182,18.28,56,5.625,36,0,0,19,0,0,0,0,0,1,5,0,0,0,1,0,0,0,4,42,46,7,18,3
transcript_20220727,press_conf_transcript,2022-07-27,Powell,10236,680,217,21.2,62,6.057,27,0,0,14,0,0,0,0,0,7,13,2,0,0,0,0,0,0,5,35,73,5,36,0
transcript_20220921,press_conf_transcript,2022-09-21,Powell,7582,436,151,19.916,41,5.408,20,0,0,13,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,46,28,3,21,0
transcript_20221102,press_conf_transcript,2022-11-02,Powell,8226,489,160,19.451,34,4.133,15,0,0,9,0,0,0,0,0,10,3,1,0,0,0,0,0,0,2,38,57,5,18,2
transcript_20221214,press_conf_transcript,2022-12-14,Powell,8200,556,166,20.244,58,7.073,17,0,0,12,0,0,0,0,0,6,1,0,0,0,0,0,0,0,7,52,48,2,21,0
transcript_20230201,press_conf_transcript,2023-02-01,Powell,8203,547,179,21.821,55,6.705,15,0,0,7,0,0,0,0,0,8,5,1,0,0,0,0,0,0,4,73,40,1,24,1
transcript_20230322,press_conf_transcript,2023-03-22,Powell,8008,482,153,19.106,62,7.742,28,0,0,11,0,0,0,0,0,6,7,0,0,0,0,0,0,0,6,50,25,1,16,3
transcript_20230503,press_conf_transcript,2023-05-03,Powell,9185,606,202,21.992,46,5.008,31,0,0,13,0,0,0,0,0,10,3,1,0,0,0,0,0,2,7,40,59,2,28,6
transcript_20230614,press_conf_transcript,2023-06-14,Powell,9447,571,198,20.959,60,6.351,32,0,0,16,0,0,0,0,0,6,5,0,0,0,0,0,0,0,7,50,45,3,23,11
transcript_20230726,press_conf_transcript,2023-07-26,Powell,9752,574,203,20.816,52,5.332,21,0,0,15,0,0,0,0,0,9,10,0,0,0,0,0,0,0,8,36,66,8,22,8
transcript_20230920,press_conf_transcript,2023-09-20,Powell,10265,610,184,17.925,70,6.819,42,0,0,14,0,0,0,0,0,11,4,0,0,0,0,0,0,0,2,34,56,3,10,8
transcript_20231101,press_conf_transcript,2023-11-01,Powell,9640,588,185,19.191,52,5.394,32,0,0,24,0,0,0,0,0,15,2,0,0,0,0,0,0,0,3,35,43,2,20,9
transcript_20231213,press_conf_transcript,2023-12-13,Powell,8375,519,156,18.627,58,6.925,18,0,0,15,0,0,0,0,0,6,4,0,0,0,0,0,0,0,2,42,41,8,18,2
transcript_20240131,press_conf_transcript,2024-01-31,Powell,9802,654,185,18.874,50,5.101,22,0,0,21,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,44,63,5,13,4
transcript_20240320,press_conf_transcript,2024-03-20,Powell,8457,535,172,20.338,39,4.612,27,0,0,15,0,0,0,0,0,6,5,0,0,0,0,0,0,0,7,47,44,2,17,2
transcript_20240501,press_conf_transcript,2024-05-01,Powell,9062,607,200,22.07,51,5.628,22,0,0,17,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,56,64,9,14,5
transcript_20240612,press_conf_transcript,2024-06-12,Powell,10072,614,175,17.375,42,4.17,33,0,0,24,0,0,0,0,0,6,2,0,0,0,0,0,0,0,11,29,43,9,13,5
transcript_20240731,press_conf_transcript,2024-07-31,Powell,9064,583,156,17.211,35,3.861,17,0,0,17,0,0,0,0,0,3,5,1,0,0,0,0,0,0,4,31,55,6,13,4
transcript_20240918,press_conf_transcript,2024-09-18,Powell,9224,607,177,19.189,46,4.987,35,0,0,14,0,0,0,0,0,2,6,0,0,0,0,0,0,0,13,36,38,1,29,3
transcript_20241107,press_conf_transcript,2024-11-07,Powell,7942,536,146,18.383,42,5.288,24,0,0,10,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,34,40,11,12,4
transcript_20241218,press_conf_transcript,2024-12-18,Powell,10237,605,175,17.095,51,4.982,29,0,0,16,0,0,0,0,0,5,14,0,0,0,0,0,0,0,6,30,34,11,18,12
transcript_20250129,press_conf_transcript,2025-01-29,Powell,9487,604,160,16.865,33,3.478,29,0,0,20,0,0,0,0,0,3,7,0,0,0,0,0,0,0,11,25,31,7,18,9
transcript_20250319,press_conf_transcript,2025-03-19,Powell,9803,641,173,17.648,49,4.998,32,0,0,9,0,0,0,0,0,8,8,5,0,0,0,0,0,0,4,32,24,5,32,14
transcript_20250507,press_conf_transcript,2025-05-07,Powell,9102,624,193,21.204,47,5.164,27,0,0,27,0,0,0,0,0,13,7,0,0,0,0,0,0,0,11,34,45,7,16,6
transcript_20250618,press_conf_transcript,2025-06-18,Powell,10045,623,188,18.716,61,6.073,40,0,0,19,0,0,0,0,0,9,2,0,0,0,0,0,0,0,13,49,38,1,10,7
transcript_20250730,press_conf_transcript,2025-07-30,Powell,8483,554,147,17.329,40,4.715,15,0,0,10,0,0,0,0,0,12,7,0,0,0,0,0,0,0,12,30,32,2,26,1
transcript_20250917,press_conf_transcript,2025-09-17,Powell,9492,599,135,14.223,64,6.743,24,0,0,10,0,0,0,0,0,7,2,1,0,0,0,0,0,0,10,26,35,4,12,4
transcript_20251029,press_conf_transcript,2025-10-29,Powell,10000,589,198,19.8,47,4.7,29,0,0,20,0,0,0,0,0,11,10,1,0,0,1,0,0,0,11,45,37,3,25,5
transcript_20251210,press_conf_transcript,2025-12-10,Powell,9569,637,146,15.258,41,4.285,19,0,0,14,0,0,0,0,0,12,2,1,0,0,0,0,0,0,17,31,28,4,12,6
