layer,year,tokens,six_modal,pmw,will_pmw,would_pmw,could_pmw,can_pmw,should_pmw,may_pmw
min_participants,2018,16801,210,12499.3,119.0,7499.6,3273.6,119.0,416.6,1071.4
min_participants,2019,18098,195,10774.7,55.3,5470.2,4033.6,0.0,718.3,497.3
min_participants,2020,19827,312,15736.1,50.4,9633.3,4993.2,0.0,554.8,504.4
min_participants,2021,18135,216,11910.7,55.1,6782.5,3804.8,0.0,716.8,551.4
min_participants,2022,20283,242,11931.2,147.9,8332.1,2662.3,49.3,345.1,394.4
min_participants,2023,18596,249,13390.0,215.1,7528.5,3871.8,53.8,484.0,1236.8
min_participants,2024,16658,197,11826.1,60.0,5042.6,4982.6,0.0,840.4,900.5
min_participants,2025,15959,201,12594.8,0.0,5827.4,5263.5,62.7,313.3,1127.9
min_participants,2026,5241,75,14310.2,0.0,7059.7,6105.7,0.0,381.6,763.2
min_committee,2014,6186,101,16327.2,646.6,12770.8,323.3,161.7,1616.6,808.3
min_committee,2015,7955,121,15210.6,1759.9,8673.8,1005.7,251.4,2388.4,1131.4
min_committee,2016,7665,109,14220.5,0.0,10958.9,1696.0,0.0,1435.1,130.5
min_committee,2017,5820,96,16494.8,0.0,14948.5,343.6,0.0,1030.9,171.8
min_committee,2018,4373,56,12805.9,0.0,12119.8,457.4,0.0,228.7,0.0
min_committee,2019,4894,51,10420.9,408.7,7151.6,1634.7,0.0,408.7,817.3
min_committee,2020,4682,72,15378.0,427.2,13883.0,854.3,0.0,213.6,0.0
min_committee,2021,6072,103,16963.1,0.0,12845.8,1482.2,0.0,2305.7,329.4
min_committee,2022,3926,61,15537.4,509.4,12735.6,2037.7,0.0,254.7,0.0
min_committee,2023,3393,61,17978.2,3242.0,9431.2,2357.8,0.0,589.4,2357.8
min_committee,2024,3633,58,15964.8,550.5,11285.4,2202.0,0.0,1651.5,275.3
min_committee,2025,3151,50,15868.0,0.0,10472.9,2538.9,0.0,2856.2,0.0
min_committee,2026,1083,19,17543.9,0.0,12003.7,2770.1,0.0,2770.1,0.0
min_special,2014,1090,20,18348.6,9174.3,4587.2,1834.9,0.0,2752.3,0.0
min_special,2015,3364,75,22294.9,2972.7,9512.5,7431.6,297.3,1486.3,594.5
min_special,2016,2397,53,22111.0,834.4,12098.5,6257.8,834.4,1251.6,834.4
min_special,2017,1881,50,26581.6,4784.7,14354.1,2658.2,531.6,4253.1,0.0
min_special,2018,3730,65,17426.3,268.1,5898.1,9651.5,268.1,804.3,536.2
min_special,2019,11646,194,16658.1,686.9,7813.8,6354.1,601.1,515.2,686.9
min_special,2020,4827,108,22374.1,621.5,7043.7,10772.7,828.7,1864.5,1243.0
min_special,2021,4728,106,22419.6,0.0,8883.2,10786.8,423.0,1692.0,634.5
min_special,2022,1994,40,20060.2,1504.5,10030.1,4513.5,0.0,3009.0,1003.0
min_special,2024,904,17,18805.3,2212.4,12168.1,4424.8,0.0,0.0,0.0
min_special,2025,4216,55,13045.5,237.2,7352.9,2371.9,711.6,1660.3,711.6
